!CSV A.01.01
!Keysight Technologies,N5227A,US51270324,A.10.65.16
!Date: Friday, November 07, 2025 00:15:14
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(REAL),S11(IMAG)
2319200000,0.68544334,0.14113073
2319400000,0.68531859,0.13981493
2319600000,0.68492258,0.13863926
2319800000,0.68456674,0.13711481
2320000000,0.68485022,0.13572578
2320200000,0.68388456,0.13427301
2320400000,0.68336338,0.13302091
2320600000,0.68320101,0.13194042
2320800000,0.68298268,0.13067453
2321000000,0.68242735,0.12916166
2321200000,0.68193674,0.12771459
2321400000,0.68164313,0.12642546
2321600000,0.68099195,0.12542216
2321800000,0.68081051,0.12395985
2322000000,0.68035263,0.122812
2322200000,0.68033028,0.12156139
2322400000,0.67955631,0.12004116
2322600000,0.67933953,0.11890006
2322800000,0.67893797,0.11731346
2323000000,0.67822045,0.1159403
2323200000,0.67799687,0.11496879
2323400000,0.6774047,0.11337554
2323600000,0.67711711,0.11206531
2323800000,0.67688215,0.11059238
2324000000,0.67664397,0.10938593
2324200000,0.67617899,0.1080538
2324400000,0.67538744,0.1067026
2324600000,0.67527813,0.10574891
2324800000,0.67478693,0.10405973
2325000000,0.67430454,0.10284442
2325200000,0.67403734,0.10132349
2325400000,0.67322183,0.10006236
2325600000,0.67314512,0.098910265
2325800000,0.67287546,0.097497746
2326000000,0.67229599,0.0960996
2326200000,0.67206717,0.094968885
2326400000,0.67156965,0.093691006
2326600000,0.67114586,0.092163399
2326800000,0.6707961,0.090712763
2327000000,0.67031556,0.089591824
2327200000,0.67017496,0.088301562
2327400000,0.66946065,0.08679802
2327600000,0.66892302,0.085366271
2327800000,0.66855693,0.084183201
2328000000,0.66830707,0.083034843
2328200000,0.66772544,0.081786409
2328400000,0.66683882,0.080311202
2328600000,0.66687292,0.078883901
2328800000,0.66644526,0.077358499
2329000000,0.66620415,0.076416492
2329200000,0.66584766,0.074959777
2329400000,0.66507852,0.073761828
2329600000,0.66466939,0.072284229
2329800000,0.664446,0.071068771
2330000000,0.66389215,0.069625266
2330200000,0.66353267,0.068416923
2330400000,0.66264659,0.066877432
2330600000,0.66256905,0.065581344
2330800000,0.66253477,0.064156614
2331000000,0.66213369,0.063011527
2331200000,0.66166085,0.061648838
2331400000,0.66116917,0.060292345
2331600000,0.66056532,0.059098557
2331800000,0.66010851,0.057789627
2332000000,0.65953702,0.056183558
2332200000,0.65916741,0.054876056
2332400000,0.65881258,0.053370655
2332600000,0.65834779,0.052275583
2332800000,0.657857,0.050999593
2333000000,0.65706408,0.049507622
2333200000,0.65665489,0.048393611
2333400000,0.65625572,0.046807095
2333600000,0.65581697,0.045666289
2333800000,0.6558283,0.044273671
2334000000,0.65521789,0.042556081
2334200000,0.65474641,0.041356578
2334400000,0.65400213,0.040168416
2334600000,0.65366131,0.038823158
2334800000,0.65292257,0.037451014
2335000000,0.6524992,0.036182374
2335200000,0.65210724,0.034529295
2335400000,0.6515522,0.033390604
2335600000,0.65121335,0.031960428
2335800000,0.65077651,0.030552944
2336000000,0.6502381,0.029095991
2336200000,0.64954907,0.027875755
2336400000,0.6493029,0.026332358
2336600000,0.64904565,0.02497673
2336800000,0.6483109,0.023847513
2337000000,0.64762813,0.022337247
2337200000,0.64753813,0.020971173
2337400000,0.64687479,0.019602768
2337600000,0.64622974,0.018464861
2337800000,0.64527881,0.017151002
2338000000,0.64525658,0.01621267
2338200000,0.6448319,0.014252745
2338400000,0.64387488,0.012712559
2338600000,0.64366293,0.011342939
2338800000,0.64289033,0.010072283
2339000000,0.64238012,0.0085687833
2339200000,0.64203656,0.0071002347
2339400000,0.64158672,0.005786485
2339600000,0.64075863,0.0045094225
2339800000,0.64031821,0.0033324296
2340000000,0.63996732,0.0018540992
2340200000,0.63890541,0.00051583879
2340400000,0.63848722,-0.00063783705
2340600000,0.63806248,-0.0020777204
2340800000,0.63778836,-0.0036145772
2341000000,0.63702548,-0.0049793539
2341200000,0.63644022,-0.0067114597
2341400000,0.63562679,-0.0081087193
2341600000,0.63515431,-0.0095630791
2341800000,0.63463336,-0.010625549
2342000000,0.63409984,-0.011902012
2342200000,0.63347131,-0.013072238
2342400000,0.63292563,-0.014636335
2342600000,0.6320886,-0.016194783
2342800000,0.63129485,-0.017620144
2343000000,0.63100076,-0.018908164
2343200000,0.63039541,-0.019849369
2343400000,0.62965494,-0.021504838
2343600000,0.62902522,-0.022996297
2343800000,0.62822509,-0.024021666
2344000000,0.62772608,-0.025322776
2344200000,0.6274277,-0.02685296
2344400000,0.62638855,-0.028120738
2344600000,0.62589073,-0.029780976
2344800000,0.62496698,-0.031046649
2345000000,0.6249162,-0.032096978
2345200000,0.62428397,-0.033494517
2345400000,0.62340742,-0.035212774
2345600000,0.62265027,-0.036365177
2345800000,0.62201238,-0.037368707
2346000000,0.62138999,-0.038615093
2346200000,0.62065291,-0.039973553
2346400000,0.61982554,-0.041311506
2346600000,0.61947453,-0.04266607
2346800000,0.61828059,-0.04437704
2347000000,0.61765623,-0.045533232
2347200000,0.61677527,-0.046749871
2347400000,0.6163469,-0.047934137
2347600000,0.6159988,-0.049606711
2347800000,0.61491942,-0.050843455
2348000000,0.61439496,-0.052017096
2348200000,0.61367536,-0.05340375
2348400000,0.61310524,-0.054528531
2348600000,0.61235702,-0.055908982
2348800000,0.6114099,-0.057190347
2349000000,0.61108392,-0.058127873
2349200000,0.61007386,-0.059700776
2349400000,0.60939777,-0.060737599
2349600000,0.60853136,-0.061838351
2349800000,0.60840392,-0.063421577
2350000000,0.60724825,-0.064866826
2350200000,0.60656285,-0.065982461
2350400000,0.60600632,-0.066997923
2350600000,0.60523283,-0.068861872
2350800000,0.60468227,-0.069675662
2351000000,0.60412449,-0.070557967
2351200000,0.60298795,-0.072169505
2351400000,0.60235572,-0.073479652
2351600000,0.60143942,-0.074797437
2351800000,0.60090876,-0.075622469
2352000000,0.60030681,-0.077087283
2352200000,0.5995754,-0.078151233
2352400000,0.59854108,-0.079473048
2352600000,0.59769577,-0.080591753
2352800000,0.59728342,-0.081851259
2353000000,0.59682727,-0.083200395
2353200000,0.59608072,-0.084378548
2353400000,0.5950104,-0.085874759
2353600000,0.5943442,-0.087074243
2353800000,0.59325528,-0.088219412
2354000000,0.59282672,-0.089053407
2354200000,0.59190142,-0.09034688
2354400000,0.59166241,-0.091708325
2354600000,0.5909245,-0.093221776
2354800000,0.58992231,-0.094230019
2355000000,0.58924091,-0.095480949
2355200000,0.58809626,-0.096664965
2355400000,0.58707446,-0.097393326
2355600000,0.58675134,-0.098576844
2355800000,0.58585924,-0.099861331
2356000000,0.5851723,-0.10120577
2356200000,0.58478296,-0.10259189
2356400000,0.58389801,-0.10353134
2356600000,0.58299416,-0.10470641
2356800000,0.58217204,-0.10600951
2357000000,0.58163697,-0.10723043
2357200000,0.58078474,-0.10856074
2357400000,0.57987863,-0.10961307
2357600000,0.57961488,-0.11064591
2357800000,0.57849354,-0.11199161
2358000000,0.57718009,-0.11321983
2358200000,0.57706708,-0.11401697
2358400000,0.57597798,-0.11522549
2358600000,0.57494265,-0.11639354
2358800000,0.57436413,-0.11758718
2359000000,0.57363248,-0.11887185
2359200000,0.57281458,-0.12005944
2359400000,0.57202446,-0.12110239
2359600000,0.57121122,-0.12241037
2359800000,0.5702945,-0.12351089
2360000000,0.56935221,-0.12480532
2360200000,0.56856507,-0.12595817
2360400000,0.56801212,-0.12719171
2360600000,0.56704843,-0.12809332
2360800000,0.56601894,-0.12943839
2361000000,0.56516385,-0.13041441
2361200000,0.56427658,-0.13135251
2361400000,0.56355768,-0.13286421
2361600000,0.56300086,-0.13394339
2361800000,0.56210321,-0.13500609
2362000000,0.56126153,-0.13619366
2362200000,0.56070405,-0.13735099
2362400000,0.5596236,-0.13845637
2362600000,0.55858356,-0.1395718
2362800000,0.55785209,-0.14048159
2363000000,0.55717176,-0.1418992
2363200000,0.55664098,-0.14299923
2363400000,0.55570763,-0.14391872
2363600000,0.55418116,-0.14493449
2363800000,0.55329198,-0.14606914
2364000000,0.55273658,-0.14733924
2364200000,0.55202043,-0.14865202
2364400000,0.55092812,-0.14950079
2364600000,0.54986507,-0.15044707
2364800000,0.54886764,-0.15178265
2365000000,0.548011,-0.15249845
2365200000,0.54744649,-0.15374389
2365400000,0.54636103,-0.1549401
2365600000,0.5453949,-0.15622059
2365800000,0.544608,-0.1571884
2366000000,0.54411089,-0.15824743
2366200000,0.5435847,-0.15916818
2366400000,0.54229474,-0.16045731
2366600000,0.54104286,-0.16144867
2366800000,0.53994471,-0.16247028
2367000000,0.53916913,-0.16340677
2367200000,0.53839964,-0.16476029
2367400000,0.53712738,-0.16565776
2367600000,0.5362553,-0.16687737
2367800000,0.53511852,-0.16779087
2368000000,0.5342235,-0.16887631
2368200000,0.53345579,-0.16977465
2368400000,0.53258777,-0.17095646
2368600000,0.53146815,-0.17183675
2368800000,0.53029883,-0.17310487
2369000000,0.52954173,-0.17418692
2369200000,0.52867883,-0.17476858
2369400000,0.52785623,-0.17599438
2369600000,0.52718371,-0.17718418
2369800000,0.52589244,-0.17806241
2370000000,0.5250122,-0.17898904
2370200000,0.52393895,-0.18010531
2370400000,0.52288276,-0.18126188
2370600000,0.52178931,-0.18195714
2370800000,0.52062488,-0.18280053
2371000000,0.51971173,-0.18402825
2371200000,0.51879984,-0.18512477
2371400000,0.51771116,-0.18578228
2371600000,0.51722509,-0.18684888
2371800000,0.51592308,-0.18802999
2372000000,0.51477236,-0.18907429
2372200000,0.51410013,-0.18980648
2372400000,0.51290178,-0.19074667
2372600000,0.51165295,-0.19171856
2372800000,0.51076263,-0.19246316
2373000000,0.50947416,-0.19347186
2373200000,0.50870478,-0.1944336
2373400000,0.50743634,-0.19545864
2373600000,0.50671285,-0.19625044
2373800000,0.50541455,-0.19722429
2374000000,0.5042125,-0.19832663
2374200000,0.50346684,-0.19910669
2374400000,0.50208902,-0.20009792
2374600000,0.50117069,-0.20096074
2374800000,0.4999617,-0.20179582
2375000000,0.49911931,-0.20277597
2375200000,0.49795556,-0.20376456
2375400000,0.4971441,-0.20459965
2375600000,0.49600139,-0.2057067
2375800000,0.49498138,-0.20633158
2376000000,0.49359038,-0.20710744
2376200000,0.49248013,-0.20791721
2376400000,0.49159339,-0.20878886
2376600000,0.49030456,-0.2097791
2376800000,0.48900068,-0.21055689
2377000000,0.48808631,-0.21119374
2377200000,0.48716402,-0.21233132
2377400000,0.48615083,-0.21319214
2377600000,0.48483181,-0.21392339
2377800000,0.48362112,-0.21481356
2378000000,0.48260188,-0.21573722
2378200000,0.48143485,-0.21664722
2378400000,0.48037198,-0.21748731
2378600000,0.47930166,-0.21844068
2378800000,0.47806215,-0.21908621
2379000000,0.47681913,-0.21989493
2379200000,0.47550827,-0.22043081
2379400000,0.47456598,-0.22170845
2379600000,0.47352853,-0.22253194
2379800000,0.47221091,-0.22327141
2380000000,0.4709177,-0.22386904
2380200000,0.47014478,-0.22484966
2380400000,0.4687548,-0.22572874
2380600000,0.46760741,-0.22643095
2380800000,0.46652132,-0.22728491
2381000000,0.4650071,-0.2280512
2381200000,0.46397194,-0.22894751
2381400000,0.46270213,-0.22965515
2381600000,0.46150485,-0.23051445
2381800000,0.46045417,-0.23104626
2382000000,0.45908502,-0.23206718
2382200000,0.45800209,-0.23252681
2382400000,0.45677301,-0.2331471
2382600000,0.45539603,-0.23397428
2382800000,0.45393655,-0.23482059
2383000000,0.45270044,-0.23558863
2383200000,0.45179191,-0.23622946
2383400000,0.45049974,-0.23702669
2383600000,0.44890255,-0.2377042
2383800000,0.44770777,-0.23821124
2384000000,0.44672331,-0.23922135
2384200000,0.44509062,-0.23979822
2384400000,0.44412473,-0.24043383
2384600000,0.44265723,-0.24114794
2384800000,0.44123575,-0.24181862
2385000000,0.43986589,-0.242559
2385200000,0.43866041,-0.24347709
2385400000,0.43746856,-0.24396233
2385600000,0.43614244,-0.24463199
2385800000,0.43482333,-0.24539599
2386000000,0.43364072,-0.24596605
2386200000,0.43230659,-0.24643673
2386400000,0.43114477,-0.24707812
2386600000,0.42969677,-0.24775146
2386800000,0.42835918,-0.24846534
2387000000,0.42684501,-0.24936482
2387200000,0.42532718,-0.24971411
2387400000,0.42414248,-0.25021562
2387600000,0.42305028,-0.25086084
2387800000,0.42137954,-0.25115639
2388000000,0.42009351,-0.25188079
2388200000,0.41860583,-0.25252363
2388400000,0.41736147,-0.25297388
2388600000,0.41608822,-0.25364235
2388800000,0.41449496,-0.25401464
2389000000,0.41304237,-0.25466314
2389200000,0.41189837,-0.25525278
2389400000,0.41043893,-0.25583398
2389600000,0.4088057,-0.25643954
2389800000,0.40754256,-0.25669587
2390000000,0.40628111,-0.25726911
2390200000,0.40490016,-0.25793797
2390400000,0.40347064,-0.25841925
2390600000,0.40188417,-0.25884363
2390800000,0.40060392,-0.25901857
2391000000,0.39910737,-0.25960869
2391200000,0.39757407,-0.26023737
2391400000,0.39603633,-0.26082125
2391600000,0.39435044,-0.26091909
2391800000,0.39303187,-0.26164076
2392000000,0.39157215,-0.2620407
2392200000,0.39029729,-0.26237628
2392400000,0.38868785,-0.262683
2392600000,0.38736469,-0.26304191
2392800000,0.38574678,-0.26341018
2393000000,0.38440701,-0.26385984
2393200000,0.38284239,-0.26413661
2393400000,0.38159671,-0.26449609
2393600000,0.38014123,-0.26519275
2393800000,0.37842059,-0.26526919
2394000000,0.37714833,-0.26585534
2394200000,0.37590131,-0.26622447
2394400000,0.37431294,-0.26645201
2394600000,0.37263802,-0.26688495
2394800000,0.3709814,-0.26694757
2395000000,0.36932546,-0.26731792
2395200000,0.36782834,-0.26779529
2395400000,0.36628273,-0.26784468
2395600000,0.36502084,-0.26817539
2395800000,0.36321923,-0.26842374
2396000000,0.36171436,-0.26882491
2396200000,0.36019433,-0.26914111
2396400000,0.35876673,-0.26937246
2396600000,0.35734257,-0.2696811
2396800000,0.35573596,-0.26996291
2397000000,0.35410994,-0.27006415
2397200000,0.35276958,-0.27040166
2397400000,0.35111368,-0.27043089
2397600000,0.34985602,-0.27085787
2397800000,0.34795329,-0.27089554
2398000000,0.34630638,-0.27115229
2398200000,0.34499627,-0.27130616
2398400000,0.34324351,-0.27175218
2398600000,0.34168726,-0.27179903
2398800000,0.34013647,-0.27198529
2399000000,0.33876812,-0.27190682
2399200000,0.3371124,-0.27235329
2399400000,0.33545265,-0.27225664
2399600000,0.33386508,-0.27243599
2399800000,0.33228496,-0.27269095
2400000000,0.3306489,-0.27268741
2400200000,0.32915005,-0.27277038
2400400000,0.32753798,-0.27285188
2400600000,0.32600212,-0.27298561
2400800000,0.32425103,-0.27320501
2401000000,0.32280594,-0.2732687
2401200000,0.32093242,-0.27303186
2401400000,0.31964979,-0.27336183
2401600000,0.31819382,-0.27339786
2401800000,0.31639847,-0.27338704
2402000000,0.31457502,-0.27334255
2402200000,0.31285083,-0.27330369
2402400000,0.31138888,-0.27341449
2402600000,0.30976158,-0.27337795
2402800000,0.30819497,-0.27356106
2403000000,0.3063733,-0.27349433
2403200000,0.30506033,-0.27345958
2403400000,0.30333701,-0.2733759
2403600000,0.30154178,-0.27325937
2403800000,0.29985157,-0.27339092
2404000000,0.29847279,-0.27321324
2404200000,0.29700306,-0.27313673
2404400000,0.29515859,-0.27302164
2404600000,0.29364461,-0.27303535
2404800000,0.29199252,-0.27283621
2405000000,0.29022625,-0.27259955
2405200000,0.28895777,-0.27267078
2405400000,0.28684184,-0.27269322
2405600000,0.28541318,-0.27238894
2405800000,0.28379226,-0.27214414
2406000000,0.28210679,-0.27226713
2406200000,0.28061327,-0.27195522
2406400000,0.27906099,-0.2718327
2406600000,0.2773712,-0.27164268
2406800000,0.27573061,-0.2716572
2407000000,0.27393031,-0.27122483
2407200000,0.27218586,-0.27094769
2407400000,0.27052686,-0.27109867
2407600000,0.26896718,-0.2708644
2407800000,0.267306,-0.27031821
2408000000,0.26601115,-0.27016345
2408200000,0.26424763,-0.26991463
2408400000,0.26251855,-0.26994124
2408600000,0.26086158,-0.26944888
2408800000,0.25908732,-0.26930821
2409000000,0.25743294,-0.2688463
2409200000,0.25577545,-0.26878789
2409400000,0.25408822,-0.26853231
2409600000,0.25233406,-0.26799351
2409800000,0.25076908,-0.26794612
2410000000,0.24915814,-0.26741999
2410200000,0.24778251,-0.2672565
2410400000,0.24590844,-0.26704106
2410600000,0.2442328,-0.26654449
2410800000,0.24263069,-0.26619819
2411000000,0.2409839,-0.26575592
2411200000,0.23948945,-0.26552638
2411400000,0.2376757,-0.26522675
2411600000,0.23570794,-0.26480615
2411800000,0.2342618,-0.26438925
2412000000,0.23276472,-0.26400959
2412200000,0.23136528,-0.26380941
2412400000,0.22961484,-0.26349005
2412600000,0.2277738,-0.26312691
2412800000,0.22581573,-0.26239985
2413000000,0.22436601,-0.26232404
2413200000,0.22273384,-0.26178095
2413400000,0.22099316,-0.26116294
2413600000,0.21939304,-0.26068521
2413800000,0.21757486,-0.26052773
2414000000,0.21592529,-0.25985205
2414200000,0.2143877,-0.25943872
2414400000,0.21248317,-0.25901064
2414600000,0.21069013,-0.2585189
2414800000,0.20921525,-0.25793293
2415000000,0.20744224,-0.2576108
2415200000,0.20575935,-0.25735596
2415400000,0.2039693,-0.25659919
2415600000,0.20240325,-0.25614053
2415800000,0.20087565,-0.25555578
2416000000,0.19920048,-0.25536904
2416200000,0.19727001,-0.25461128
2416400000,0.19571951,-0.25382245
2416600000,0.19398792,-0.25322512
2416800000,0.1924365,-0.25292262
2417000000,0.19062227,-0.25224242
2417200000,0.18894809,-0.25150821
2417400000,0.18720284,-0.25088233
2417600000,0.18534766,-0.25041986
2417800000,0.18374795,-0.24977808
2418000000,0.18211979,-0.24929884
2418200000,0.18033485,-0.24838291
2418400000,0.17876586,-0.24763627
2418600000,0.1770567,-0.247007
2418800000,0.17534162,-0.24669504
2419000000,0.17384768,-0.24608466
2419200000,0.17186603,-0.24530199
2419400000,0.17021208,-0.24449337
2419600000,0.16838579,-0.24376348
2419800000,0.16681851,-0.24306306
2420000000,0.16512841,-0.24253447
2420200000,0.1634111,-0.24191038
2420400000,0.16175039,-0.24101542
2420600000,0.1601949,-0.24014619
2420800000,0.15845805,-0.23939472
2421000000,0.15653086,-0.23863128
2421200000,0.15485734,-0.23778115
2421400000,0.15333268,-0.23723759
2421600000,0.15169905,-0.23647363
2421800000,0.14987174,-0.23552236
2422000000,0.14834437,-0.23466915
2422200000,0.1465409,-0.23377109
2422400000,0.14491527,-0.23304953
2422600000,0.14324932,-0.23220234
2422800000,0.14178832,-0.23124985
2423000000,0.14016697,-0.2305478
2423200000,0.13838251,-0.22972646
2423400000,0.13667437,-0.22894557
2423600000,0.13484691,-0.22810706
2423800000,0.13315535,-0.22703682
2424000000,0.13160899,-0.22613768
2424200000,0.13000625,-0.22526076
2424400000,0.12847023,-0.22435416
2424600000,0.12657161,-0.22335118
2424800000,0.12523073,-0.22268583
2425000000,0.12337606,-0.22164063
2425200000,0.12172318,-0.22049075
2425400000,0.12029266,-0.21980968
2425600000,0.11849688,-0.21876149
2425800000,0.11680401,-0.21772279
2426000000,0.1151429,-0.21681073
2426200000,0.11346739,-0.21586746
2426400000,0.11195917,-0.2150363
2426600000,0.1104982,-0.21395126
2426800000,0.10884894,-0.21280615
2427000000,0.10678402,-0.21173851
2427200000,0.10552164,-0.21074809
2427400000,0.10374691,-0.20940547
2427600000,0.1021051,-0.20859937
2427800000,0.1004073,-0.20743304
2428000000,0.098827064,-0.20647332
2428200000,0.097087942,-0.20555003
2428400000,0.095568821,-0.20444146
2428600000,0.094024196,-0.20328553
2428800000,0.09251754,-0.20209815
2429000000,0.0908195,-0.20090522
2429200000,0.089177191,-0.19983323
2429400000,0.087689757,-0.19874552
2429600000,0.085904993,-0.1975231
2429800000,0.084344156,-0.19639292
2430000000,0.082837932,-0.19536605
2430200000,0.08131589,-0.19417924
2430400000,0.079754747,-0.19295846
2430600000,0.078308284,-0.1916829
2430800000,0.076751716,-0.19055203
2431000000,0.075114824,-0.18935345
2431200000,0.073750503,-0.18822506
2431400000,0.07228639,-0.18684284
2431600000,0.070620134,-0.18565328
2431800000,0.068897203,-0.18459404
2432000000,0.067531675,-0.1833169
2432200000,0.066013262,-0.18195252
2432400000,0.064705841,-0.18069799
2432600000,0.063229136,-0.17959145
2432800000,0.061357643,-0.17824648
2433000000,0.059843179,-0.17700292
2433200000,0.058644366,-0.17574579
2433400000,0.057034604,-0.17452234
2433600000,0.055767629,-0.17333442
2433800000,0.054338105,-0.17191806
2434000000,0.052651767,-0.17063159
2434200000,0.051318049,-0.1694302
2434400000,0.049797438,-0.16823125
2434600000,0.048482094,-0.16698012
2434800000,0.047102518,-0.16560008
2435000000,0.04539131,-0.16426165
2435200000,0.044070758,-0.16292705
2435400000,0.042679504,-0.16177653
2435600000,0.041175842,-0.16043223
2435800000,0.039770037,-0.1590569
2436000000,0.038460579,-0.15783466
2436200000,0.03713173,-0.15638335
2436400000,0.035447929,-0.15505275
2436600000,0.034000162,-0.1536296
2436800000,0.032708682,-0.15248331
2437000000,0.03131061,-0.15095612
2437200000,0.029812893,-0.14969288
2437400000,0.028332328,-0.14843652
2437600000,0.02696955,-0.14705016
2437800000,0.025624085,-0.14581628
2438000000,0.024289263,-0.1443761
2438200000,0.022845021,-0.14279975
2438400000,0.021526882,-0.14151952
2438600000,0.020096887,-0.14019316
2438800000,0.018678844,-0.13876739
2439000000,0.017502224,-0.13716644
2439200000,0.016001938,-0.13590182
2439400000,0.014781347,-0.13447322
2439600000,0.013380317,-0.13319036
2439800000,0.012061414,-0.13165151
2440000000,0.010653671,-0.13035432
2440200000,0.0094364621,-0.12893975
2440400000,0.0079055764,-0.12756999
2440600000,0.0065981857,-0.12617344
2440800000,0.0053933421,-0.12475156
2441000000,0.0040748562,-0.12329515
2441200000,0.0027339372,-0.12167935
2441400000,0.0013260386,-0.12015738
2441600000,9.679854e-005,-0.11880638
2441800000,-0.0012928204,-0.11736102
2442000000,-0.0025677276,-0.11597357
2442200000,-0.0038897982,-0.11449213
2442400000,-0.0051329196,-0.1128104
2442600000,-0.0064129313,-0.11159977
2442800000,-0.0078727137,-0.11005985
2443000000,-0.0092070624,-0.10853846
2443200000,-0.01036022,-0.10700583
2443400000,-0.011598825,-0.10555405
2443600000,-0.012933579,-0.10390552
2443800000,-0.014314933,-0.10243451
2444000000,-0.015695348,-0.10095257
2444200000,-0.016791634,-0.099431597
2444400000,-0.017937824,-0.097880088
2444600000,-0.01929478,-0.096357293
2444800000,-0.020643996,-0.094688833
2445000000,-0.021775015,-0.093406692
2445200000,-0.023042103,-0.091789164
2445400000,-0.024197713,-0.090038151
2445600000,-0.025442692,-0.088331334
2445800000,-0.026713997,-0.086860225
2446000000,-0.028062267,-0.085377842
2446200000,-0.029047776,-0.083782114
2446400000,-0.030330239,-0.082242794
2446600000,-0.031632885,-0.080546081
2446800000,-0.032737926,-0.079003714
2447000000,-0.033979073,-0.077405378
2447200000,-0.035090599,-0.075726271
2447400000,-0.03619504,-0.074096844
2447600000,-0.037495252,-0.072536156
2447800000,-0.038588688,-0.070880458
2448000000,-0.039773505,-0.069348603
2448200000,-0.040969409,-0.067675889
2448400000,-0.042025045,-0.066097237
2448600000,-0.043182567,-0.064338326
2448800000,-0.044327319,-0.062792659
2449000000,-0.045455232,-0.061060242
2449200000,-0.046557698,-0.059507638
2449400000,-0.047663793,-0.057974834
2449600000,-0.048768461,-0.05612633
2449800000,-0.049950089,-0.054481674
2450000000,-0.050893251,-0.052781422
2450200000,-0.051924679,-0.051161565
2450400000,-0.053178906,-0.049442694
2450600000,-0.054291677,-0.047791108
2450800000,-0.055510011,-0.045995776
2451000000,-0.056405082,-0.044288408
2451200000,-0.057382673,-0.042668469
2451400000,-0.058537059,-0.040975142
2451600000,-0.059573952,-0.039299034
2451800000,-0.06055674,-0.037447549
2452000000,-0.061715458,-0.035817411
2452200000,-0.062824331,-0.034066986
2452400000,-0.063762709,-0.032282133
2452600000,-0.064808227,-0.030665852
2452800000,-0.065646917,-0.028940203
2453000000,-0.066637054,-0.027054261
2453200000,-0.067580193,-0.025257964
2453400000,-0.068795942,-0.023587393
2453600000,-0.069525935,-0.021855997
2453800000,-0.070668645,-0.020155987
2454000000,-0.071575515,-0.01836253
2454200000,-0.072295181,-0.016770897
