#Parameters = {conPlaceY=21; conPlaceX=0; pinHole=2.4; Pinlength=17.9; tykSkrue=6.2; hightSkrue=8; PinInsCon=4.1; Pincon=1.2; hcon=1.7; Wcon=12.7; h=1.61; tc=0.035; Wf=2; WavelengthsNumber=2; Wavelength=2; Ls=52.3; Ws=56.5; y0=10; Lp=29.4; Wp=35; Mesh Pass=2}
#"Frequency / GHz"	"S1,1 (Mesh Pass=2) [Magnitude / dB]"
#-------------------------------------------------------
2.3956999778748	-8.2826254072898
2.3959999084473	-8.2488645648454
2.3963000774384	-8.2149732534995
2.3966000080109	-8.1809594202410
2.3968999385834	-8.1468316666644
2.3972001075745	-8.1125992725165
2.3975000381470	-8.0782693303014
2.3977999687195	-8.0438508558248
2.3980998992920	-8.0093504302472
2.3984000682831	-7.9747773482192
2.3986999988556	-7.9401381356874
2.3989999294281	-7.9054396330441
2.3993000984192	-7.8706905893582
2.3996000289917	-7.8358962740323
2.3998999595642	-7.8010656814826
2.4001998901367	-7.7662025697100
2.4005000591278	-7.7313149455085
2.4007999897003	-7.6964100420606
2.4010999202728	-7.6614924284037
2.4014000892639	-7.6265677941558
2.4017000198364	-7.5916422373380
2.4019999504089	-7.5567230765184
2.4022998809814	-7.5218148205284
2.4026000499725	-7.4869213725059
2.4028999805450	-7.4520501519332
2.4031999111176	-7.4172047776440
2.4035000801086	-7.3823904975299
2.4038000106812	-7.3476113477288
2.4040999412537	-7.3128734284619
2.4044001102448	-7.2781805572418
2.4047000408173	-7.2435363400779
2.4049999713898	-7.2089453108453
2.4052999019623	-7.1744119271481
2.4056000709534	-7.1399412375612
2.4059000015259	-7.1055337159488
2.4061999320984	-7.0711964041787
2.4065001010895	-7.0369305473953
2.4068000316620	-7.0027415034206
2.4070999622345	-6.9686312610049
2.4073998928070	-6.9346034868566
2.4077000617981	-6.9006612469027
2.4079999923706	-6.8668076615516
2.4082999229431	-6.8330456319186
2.4086000919342	-6.7993774313826
2.4089000225067	-6.7658051979273
2.4091999530792	-6.7323333615545
2.4094998836517	-6.6989639202148
2.4098000526428	-6.6656982834009
2.4100999832153	-6.6325389173879
2.4103999137878	-6.5994898220662
2.4107000827789	-6.5665494913821
2.4110000133514	-6.5337239430848
2.4112999439240	-6.5010132266410
2.4116001129150	-6.4684188474623
2.4119000434875	-6.4359434074076
2.4121999740601	-6.4035888729139
2.4124999046326	-6.3713555590779
2.4128000736237	-6.3392464245666
2.4131000041962	-6.3072616480937
2.4133999347687	-6.2754046143855
2.4137001037598	-6.2436759199001
2.4140000343323	-6.2120751748665
2.4142999649048	-6.1806055129134
2.4145998954773	-6.1492674880886
2.4149000644684	-6.1180626044159
2.4151999950409	-6.0869918079199
2.4154999256134	-6.0560555198120
2.4158000946045	-6.0252556508491
2.4161000251770	-5.9945920178253
2.4163999557495	-5.9640664526621
2.4166998863220	-5.9336792342011
2.4170000553131	-5.9034311005531
2.4172999858856	-5.8733232567810
2.4175999164581	-5.8433559290310
2.4179000854492	-5.8135292475153
2.4182000160217	-5.7838453597103
2.4184999465942	-5.7543033585040
2.4188001155853	-5.7249043339168
2.4191000461578	-5.6956483461476
2.4193999767303	-5.6665364683199
2.4196999073029	-5.6375686454482
2.4200000762939	-5.6087449566235
2.4203000068665	-5.5800653593209
2.4205999374390	-5.5515317816026
2.4209001064301	-5.5231432337867
2.4212000370026	-5.4949005924757
2.4214999675751	-5.4668028361152
2.4217998981476	-5.4388518092658
2.4221000671387	-5.4110464587474
2.4223999977112	-5.3833866827911
2.4226999282837	-5.3558723635392
2.4230000972748	-5.3285052808980
2.4233000278473	-5.3012833891144
2.4235999584198	-5.2742084754080
2.4238998889923	-5.2472784849025
2.4242000579834	-5.2204960691715
2.4244999885559	-5.1938582570738
2.4247999191284	-5.1673677129904
2.4251000881195	-5.1410223469869
2.4254000186920	-5.1148220369724
2.4256999492645	-5.0887674836514
2.4260001182556	-5.0628585626568
2.4263000488281	-5.0370941042261
2.4265999794006	-5.0114748739479
2.4268999099731	-4.9860006700509
2.4272000789642	-4.9606703927908
2.4275000095367	-4.9354838585613
2.4277999401093	-4.9104417450213
2.4281001091003	-4.8855430116737
2.4284000396729	-4.8607874297364
2.4286999702454	-4.8361748114515
2.4289999008179	-4.8117049547884
2.4293000698090	-4.7873767941839
2.4296000003815	-4.7631910382377
2.4298999309540	-4.7391465850860
2.4302000999451	-4.7152432975522
2.4305000305176	-4.6914818504488
2.4307999610901	-4.6678602870807
2.4310998916626	-4.6443775763191
2.4314000606537	-4.6210344178064
2.4316999912262	-4.5978315740321
2.4319999217987	-4.5747661521943
2.4323000907898	-4.5518398089531
2.4326000213623	-4.5290515483082
2.4328999519348	-4.5063994377136
2.4331998825073	-4.4838842020225
2.4335000514984	-4.4615057160983
2.4337999820709	-4.4392638429768
2.4340999126434	-4.4171559039731
2.4344000816345	-4.3951843109415
2.4347000122070	-4.3733463895119
2.4349999427795	-4.3516412022040
2.4353001117706	-4.3300703262120
2.4356000423431	-4.3086319711078
2.4358999729156	-4.2873268862759
2.4361999034882	-4.2661524800543
2.4365000724792	-4.2451094870079
2.4368000030518	-4.2241969992227
2.4370999336243	-4.2034149668609
2.4374001026154	-4.1827624993287
2.4377000331879	-4.1622395297250
2.4379999637604	-4.1418443441627
2.4382998943329	-4.1215761019383
2.4386000633240	-4.1014364065799
2.4388999938965	-4.0814235725743
2.4391999244690	-4.0615375987832
2.4395000934601	-4.0417760270733
2.4398000240326	-4.0221396478851
2.4400999546051	-4.0026285138026
2.4403998851776	-3.9832401441204
2.4407000541687	-3.9639761836072
2.4409999847412	-3.9448342380096
2.4412999153137	-3.9258143501549
2.4416000843048	-3.9069165345370
2.4419000148773	-3.8881401048785
2.4421999454498	-3.8694834283116
2.4425001144409	-3.8509458138937
2.4428000450134	-3.8325273115845
2.4430999755859	-3.8142287994042
2.4433999061584	-3.7960472142012
2.4437000751495	-3.7779834210299
2.4440000057220	-3.7600366898513
2.4442999362946	-3.7422055809701
2.4446001052856	-3.7244917907992
2.4449000358582	-3.7068907491339
2.4451999664307	-3.6894056834719
2.4454998970032	-3.6720335507684
2.4458000659943	-3.6547753907115
2.4460999965668	-3.6376281448421
2.4463999271393	-3.6205943679636
2.4467000961304	-3.6036718479155
2.4470000267029	-3.5868600379760
2.4472999572754	-3.5701582124242
2.4475998878479	-3.5535667481182
2.4479000568390	-3.5370834192144
2.4481999874115	-3.5207091799607
2.4484999179840	-3.5044419841361
2.4488000869751	-3.4882827979800
2.4491000175476	-3.4722295473269
2.4493999481201	-3.4562832272719
2.4497001171112	-3.4404410490965
2.4500000476837	-3.4247047249677
2.4502999782562	-3.4090722631977
2.4505999088287	-3.3935439117315
2.4509000778198	-3.3781184026643
2.4512000083923	-3.3627945908707
2.4514999389648	-3.3475733692518
2.4518001079559	-3.3324527888770
2.4521000385284	-3.3174332634387
2.4523999691010	-3.3025134671764
2.4526998996735	-3.2876937535528
2.4530000686646	-3.2729728877162
2.4532999992371	-3.2583497219653
2.4535999298096	-3.2438246336473
2.4539000988007	-3.2293971543945
2.4542000293732	-3.2150646196924
2.4544999599457	-3.2008295939968
2.4547998905182	-3.1866888134445
2.4551000595093	-3.1726448470736
2.4553999900818	-3.1586934603360
2.4556999206543	-3.1448351223359
2.4560000896454	-3.1310709540397
2.4563000202179	-3.1173990962040
2.4565999507904	-3.1038199935375
2.4568998813629	-3.0903302867120
2.4572000503540	-3.0769325660172
2.4574999809265	-3.0636242919581
2.4577999114990	-3.0504060569156
2.4581000804901	-3.0372780204080
2.4584000110626	-3.0242370795840
2.4586999416351	-3.0112844062194
2.4590001106262	-2.9984188681137
2.4593000411987	-2.9856402559100
2.4595999717712	-2.9729475351149
2.4598999023438	-2.9603404316122
2.4602000713348	-2.9478193854388
2.4605000019073	-2.9353833822622
2.4607999324799	-2.9230299646511
2.4611001014709	-2.9107603827511
2.4614000320435	-2.8985743939480
2.4616999626160	-2.8864694877416
2.4619998931885	-2.8744462675381
2.4623000621796	-2.8625058719499
2.4625999927521	-2.8506451994674
2.4628999233246	-2.8388647021680
2.4632000923157	-2.8271642200489
2.4635000228882	-2.8155427760331
2.4637999534607	-2.8039995292361
2.4640998840332	-2.7925341712035
2.4644000530243	-2.7811465682078
2.4646999835968	-2.7698363768561
2.4649999141693	-2.7586015751088
2.4653000831604	-2.7474438183249
2.4656000137329	-2.7363601529773
2.4658999443054	-2.7253519417466
2.4662001132965	-2.7144181817516
2.4665000438690	-2.7035579645244
2.4667999744415	-2.6927705655855
2.4670999050140	-2.6820564583418
2.4674000740051	-2.6714146637143
2.4677000045776	-2.6608445206133
2.4679999351501	-2.6503457895146
2.4683001041412	-2.6399161537331
2.4686000347137	-2.6295583665771
2.4688999652863	-2.6192694902259
2.4691998958588	-2.6090507928694
2.4695000648499	-2.5988992662203
2.4697999954224	-2.5888162776656
2.4700999259949	-2.5788016187607
2.4704000949860	-2.5688530695616
2.4707000255585	-2.5589727219598
2.4709999561310	-2.5491569380841
2.4712998867035	-2.5394069178229
2.4716000556946	-2.5297232815158
2.4718999862671	-2.5201026044337
2.4721999168396	-2.5105472864007
2.4725000858307	-2.5010547249446
2.4728000164032	-2.4916267004433
2.4730999469757	-2.4822597766407
2.4734001159668	-2.4729565884518
2.4737000465393	-2.4637142834516
2.4739999771118	-2.4545335626346
2.4742999076843	-2.4454134752605
2.4746000766754	-2.4363541155397
2.4749000072479	-2.4273546369414
2.4751999378204	-2.4184142459032
2.4755001068115	-2.4095329544673
2.4758000373840	-2.4007098812637
2.4760999679565	-2.3919451914540
2.4763998985291	-2.3832371648149
2.4767000675201	-2.3745867262784
2.4769999980927	-2.3659928639928
2.4772999286652	-2.3574557101813
2.4776000976562	-2.3489737084608
2.4779000282288	-2.3405469520244
2.4781999588013	-2.3321751904938
2.4784998893738	-2.3238570790291
2.4788000583649	-2.3155939144523
2.4790999889374	-2.3073838148036
2.4793999195099	-2.2992265926246
2.4797000885010	-2.2911215180320
2.4800000190735	-2.2830691001397
2.4802999496460	-2.2750688152546
2.4806001186371	-2.2671192520800
2.4809000492096	-2.2592203373198
2.4811999797821	-2.2513726380175
2.4814999103546	-2.2435747530565
2.4818000793457	-2.2358255448246
2.4821000099182	-2.2281267091612
2.4823999404907	-2.2204763740292
2.4827001094818	-2.2128737943640
2.4830000400543	-2.2053188631501
2.4832999706268	-2.1978123153126
2.4835999011993	-2.1903528307187
2.4839000701904	-2.1829395718272
2.4842000007629	-2.1755718607121
2.4844999313354	-2.1682517553836
2.4848001003265	-2.1609752194653
2.4851000308990	-2.1537449452394
2.4853999614716	-2.1465587954516
2.4856998920441	-2.1394173095343
2.4860000610352	-2.1323195165692
2.4862999916077	-2.1252654805268
2.4865999221802	-2.1182543979054
2.4869000911713	-2.1112853696877
2.4872000217438	-2.1043587788197
2.4874999523163	-2.0974752463845
2.4877998828888	-2.0906319991737
2.4881000518799	-2.0838315397113
2.4883999824524	-2.0770704984850
2.4886999130249	-2.0703501181895
2.4890000820160	-2.0636700054410
2.4893000125885	-2.0570293995067
2.4895999431610	-2.0504284600388
2.4899001121521	-2.0438664354126
2.4902000427246	-2.0373432954584
2.4904999732971	-2.0308584693733
2.4907999038696	-2.0244111693309
2.4911000728607	-2.0180013248061
2.4914000034332	-2.0116282799575
2.4916999340057	-2.0052929235309
2.4920001029968	-1.9989941418814
2.4923000335693	-1.9927320463445
2.4925999641418	-1.9865050879417
2.4928998947144	-1.9803138830575
2.4932000637054	-1.9741577719344
2.4934999942780	-1.9680354887685
2.4937999248505	-1.9619485454506
2.4941000938416	-1.9558958355462
2.4944000244141	-1.9498762125020
2.4946999549866	-1.9438919088629
2.4949998855591	-1.9379392819563
2.4953000545502	-1.9320202227325
2.4955999851227	-1.9261331044418
2.4958999156952	-1.9202795873042
2.4962000846863	-1.9144572172983
2.4965000152588	-1.9086666776902
2.4967999458313	-1.9029069845816
2.4971001148224	-1.8971791665575
2.4974000453949	-1.8914817561109
2.4976999759674	-1.8858137723639
2.4979999065399	-1.8801770803871
2.4983000755310	-1.8745711811305
2.4986000061035	-1.8689936486325
2.4988999366760	-1.8634464819488
2.4992001056671	-1.8579269110011
2.4995000362396	-1.8524376469468
2.4997999668121	-1.8469753280266
2.5000998973846	-1.8415426637567
2.5004000663757	-1.8361374872084
2.5006999969482	-1.8307594165690
2.5009999275208	-1.8254094960135
2.5013000965118	-1.8200871063919
2.5016000270844	-1.8147909199686
2.5018999576569	-1.8095216253074
2.5021998882294	-1.8042783689509
2.5025000572205	-1.7990621984515
2.5027999877930	-1.7938707225041
2.5030999183655	-1.7887060487957
2.5034000873566	-1.7835662692686
2.5037000179291	-1.7784519527605
2.5039999485016	-1.7733622494763
2.5043001174927	-1.7682973825270
2.5046000480652	-1.7632572115224
2.5048999786377	-1.7582411321151
2.5051999092102	-1.7532497111705
2.5055000782013	-1.7482817616300
2.5058000087738	-1.7433376054958
2.5060999393463	-1.7384163042428
2.5064001083374	-1.7335181794824
2.5067000389099	-1.7286439188125
2.5069999694824	-1.7237922183265
2.5072999000549	-1.7189624820159
2.5076000690460	-1.7141555238820
2.5078999996185	-1.7093709566974
2.5081999301910	-1.7046092181976
2.5085000991821	-1.6998676486080
2.5088000297546	-1.6951484240921
2.5090999603271	-1.6904503742446
2.5093998908997	-1.6857746387350
2.5097000598907	-1.6811187720480
2.5099999904633	-1.6764846153765
2.5102999210358	-1.6718707522019
2.5106000900269	-1.6672776174464
2.5109000205994	-1.6627055754136
2.5111999511719	-1.6581520670798
2.5114998817444	-1.6536198198891
2.5118000507355	-1.6491072281650
2.5120999813080	-1.6446148518512
2.5123999118805	-1.6401418517005
2.5127000808716	-1.6356876445769
2.5130000114441	-1.6312543127078
2.5132999420166	-1.6268389236067
2.5136001110077	-1.6224425489768
2.5139000415802	-1.6180656713859
2.5141999721527	-1.6137072162116
2.5144999027252	-1.6093679215554
2.5148000717163	-1.6050466406830
2.5151000022888	-1.6007440586149
2.5153999328613	-1.5964595147885
2.5157001018524	-1.5921937745276
2.5160000324249	-1.5879440484758
2.5162999629974	-1.5837148401160
2.5165998935699	-1.5795014517354
2.5169000625610	-1.5753072954926
2.5171999931335	-1.5711299359496
2.5174999237061	-1.5669703940966
2.5178000926971	-1.5628280579703
2.5181000232697	-1.5587027858883
2.5183999538422	-1.5545955555811
2.5186998844147	-1.5505039819603
2.5190000534058	-1.5464298658689
2.5192999839783	-1.5423737529703
2.5195999145508	-1.5383339545519
2.5199000835419	-1.5343100617744
2.5202000141144	-1.5303042667524
2.5204999446869	-1.5263144857470
2.5208001136780	-1.5223413971608
2.5211000442505	-1.5183842995044
2.5213999748230	-1.5144437364767
2.5216999053955	-1.5105198294725
2.5220000743866	-1.5066121628925
2.5223000049591	-1.5027207077683
2.5225999355316	-1.4988456023013
2.5229001045227	-1.4949860103389
2.5232000350952	-1.4911430116180
2.5234999656677	-1.4873153554136
2.5237998962402	-1.4835049640752
2.5241000652313	-1.4797089322743
2.5243999958038	-1.4759299937319
2.5246999263763	-1.4721660772790
2.5250000953674	-1.4684182694395
2.5253000259399	-1.4646866925763
2.5255999565125	-1.4609703742422
2.5258998870850	-1.4572697116853
2.5262000560760	-1.4535835987118
2.5264999866486	-1.4499155760456
2.5267999172211	-1.4462620764836
2.5271000862122	-1.4426233602063
2.5274000167847	-1.4390005050272
2.5276999473572	-1.4353937725310
2.5280001163483	-1.4318020506480
2.5283000469208	-1.4282260182362
2.5285999774933	-1.4246656506615
2.5288999080658	-1.4211208070795
2.5292000770569	-1.4175914596307
2.5295000076294	-1.4140772065612
2.5297999382019	-1.4105793631870
2.5301001071930	-1.4070955057372
2.5304000377655	-1.4036279066960
2.5306999683380	-1.4001754701142
2.5309998989105	-1.3967396590955
2.5313000679016	-1.3933185817153
2.5315999984741	-1.3899122261791
2.5318999290466	-1.3865225903997
2.5322000980377	-1.3831479313102
2.5325000286102	-1.3797884624767
2.5327999591827	-1.3764450173094
2.5330998897552	-1.3731163366986
2.5334000587463	-1.3698040448373
2.5336999893188	-1.3665070564052
2.5339999198914	-1.3632256079689
2.5343000888824	-1.3599598269131
2.5346000194550	-1.3567091649953
2.5348999500275	-1.3534748179767
2.5352001190186	-1.3502562377213
2.5355000495911	-1.3470529794098
2.5357999801636	-1.3438648262493
2.5360999107361	-1.3406935606698
2.5364000797272	-1.3375373738890
2.5367000102997	-1.3343965950064
2.5369999408722	-1.3312724126020
2.5373001098633	-1.3281635106307
2.5376000404358	-1.3250712242795
2.5378999710083	-1.3219951043223
2.5381999015808	-1.3189334060599
