!CSV A.01.01
!Keysight Technologies,N5227A,US51270324,A.10.65.16
!Date: Monday, October 27, 2025 03:01:01
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(REAL),S11(IMAG)
2324400000,-0.61974138,-0.66741842
2324600000,-0.62001133,-0.66690606
2324800000,-0.62048084,-0.66650379
2325000000,-0.62013745,-0.66607529
2325200000,-0.62076628,-0.66545647
2325400000,-0.62082636,-0.66491568
2325600000,-0.6215682,-0.66460311
2325800000,-0.62177634,-0.66392362
2326000000,-0.62166137,-0.66375822
2326200000,-0.62201399,-0.66341746
2326400000,-0.62278348,-0.66329306
2326600000,-0.62311959,-0.66253752
2326800000,-0.62285239,-0.66216779
2327000000,-0.62318283,-0.66195464
2327200000,-0.62330949,-0.66114736
2327400000,-0.62327766,-0.66119623
2327600000,-0.62424779,-0.66064417
2327800000,-0.62446219,-0.65983713
2328000000,-0.62390161,-0.65942496
2328200000,-0.62430513,-0.65880865
2328400000,-0.62471241,-0.65863234
2328600000,-0.62499017,-0.65809816
2328800000,-0.62547922,-0.65777272
2329000000,-0.62537563,-0.65726787
2329200000,-0.62544447,-0.65693825
2329400000,-0.62596416,-0.65654933
2329600000,-0.62616366,-0.65577406
2329800000,-0.62647545,-0.65553224
2330000000,-0.6262908,-0.6553368
2330200000,-0.62639838,-0.65472037
2330400000,-0.62674665,-0.65458095
2330600000,-0.62732613,-0.65369964
2330800000,-0.62711143,-0.65285474
2331000000,-0.62717742,-0.65260935
2331200000,-0.62722981,-0.65205151
2331400000,-0.6273123,-0.65144175
2331600000,-0.6269443,-0.6507234
2331800000,-0.62744993,-0.65061027
2332000000,-0.62754458,-0.65016365
2332200000,-0.62787354,-0.64982402
2332400000,-0.62838268,-0.64918631
2332600000,-0.62840122,-0.64892524
2332800000,-0.62802738,-0.64837706
2333000000,-0.62827861,-0.64767176
2333200000,-0.6286456,-0.64766532
2333400000,-0.6289348,-0.64659631
2333600000,-0.62880749,-0.64597011
2333800000,-0.62907606,-0.64590269
2334000000,-0.62907922,-0.6454286
2334200000,-0.62910122,-0.64480817
2334400000,-0.62899095,-0.64403403
2334600000,-0.6291855,-0.64395905
2334800000,-0.6290704,-0.6431933
2335000000,-0.62943208,-0.64238846
2335200000,-0.62900615,-0.64213991
2335400000,-0.62956452,-0.64142376
2335600000,-0.62959081,-0.64125454
2335800000,-0.62976849,-0.64019108
2336000000,-0.62958324,-0.6397382
2336200000,-0.62992734,-0.63930917
2336400000,-0.62947625,-0.63868326
2336600000,-0.62979543,-0.63872498
2336800000,-0.62972158,-0.63799149
2337000000,-0.62947774,-0.63760412
2337200000,-0.62947285,-0.63654685
2337400000,-0.62931776,-0.63622504
2337600000,-0.62932128,-0.63494778
2337800000,-0.62956005,-0.63473493
2338000000,-0.62942618,-0.63428372
2338200000,-0.62952888,-0.63357967
2338400000,-0.62941962,-0.63288105
2338600000,-0.62994617,-0.63281178
2338800000,-0.62981141,-0.6320827
2339000000,-0.62996799,-0.63177115
2339200000,-0.62971497,-0.63074547
2339400000,-0.62964737,-0.62989163
2339600000,-0.62944531,-0.62993622
2339800000,-0.6294902,-0.62915432
2340000000,-0.62992448,-0.62850243
2340200000,-0.62975949,-0.62804705
2340400000,-0.62946731,-0.62738997
2340600000,-0.62936288,-0.62658536
2340800000,-0.62947774,-0.62646222
2341000000,-0.62917393,-0.62548023
2341200000,-0.62914675,-0.62502331
2341400000,-0.62919766,-0.62462348
2341600000,-0.62896276,-0.62346572
2341800000,-0.62919635,-0.62272155
2342000000,-0.62899339,-0.62225103
2342200000,-0.62910652,-0.62150294
2342400000,-0.62933409,-0.62149245
2342600000,-0.62857413,-0.62067801
2342800000,-0.6287058,-0.62048227
2343000000,-0.62861705,-0.61972708
2343200000,-0.62849069,-0.61889565
2343400000,-0.62873131,-0.61840713
2343600000,-0.62847078,-0.61743104
2343800000,-0.6289053,-0.61696517
2344000000,-0.62848604,-0.61614972
2344200000,-0.62840778,-0.61535817
2344400000,-0.6281153,-0.61485338
2344600000,-0.62811911,-0.61444199
2344800000,-0.62799686,-0.61370552
2345000000,-0.62759197,-0.61299181
2345200000,-0.6280039,-0.61277246
2345400000,-0.6278097,-0.61182225
2345600000,-0.62756336,-0.61068165
2345800000,-0.62756234,-0.61025685
2346000000,-0.62749702,-0.60931265
2346200000,-0.62742245,-0.60883915
2346400000,-0.62749267,-0.60842687
2346600000,-0.62738597,-0.60774487
2346800000,-0.62719393,-0.60669893
2347000000,-0.62696511,-0.60666943
2347200000,-0.62703276,-0.60599405
2347400000,-0.62675059,-0.605537
2347600000,-0.62671876,-0.60448611
2347800000,-0.62667906,-0.60392791
2348000000,-0.62641209,-0.60312736
2348200000,-0.62588394,-0.60176617
2348400000,-0.62607741,-0.60161114
2348600000,-0.62589216,-0.60098439
2348800000,-0.62590015,-0.59989589
2349000000,-0.62556493,-0.59912431
2349200000,-0.62576449,-0.59884101
2349400000,-0.6252591,-0.59793454
2349600000,-0.6249941,-0.59727478
2349800000,-0.62540787,-0.59657568
2350000000,-0.6253829,-0.59565699
2350200000,-0.62509847,-0.59525353
2350400000,-0.62527591,-0.59453845
2350600000,-0.62454993,-0.5932923
2350800000,-0.624533,-0.5924992
2351000000,-0.62440538,-0.59196246
2351200000,-0.62403738,-0.5911063
2351400000,-0.6237933,-0.59029067
2351600000,-0.62363273,-0.58926678
2351800000,-0.62343502,-0.58883911
2352000000,-0.62364036,-0.5881533
2352200000,-0.62304264,-0.58710283
2352400000,-0.62307978,-0.58623123
2352600000,-0.62325025,-0.58566374
2352800000,-0.62310535,-0.58510375
2353000000,-0.62245232,-0.584198
2353200000,-0.62260348,-0.58326674
2353400000,-0.62251782,-0.58234745
2353600000,-0.62211204,-0.58159846
2353800000,-0.62179554,-0.58071089
2354000000,-0.62148535,-0.57955915
2354200000,-0.62157041,-0.57904643
2354400000,-0.62140745,-0.57876807
2354600000,-0.62118518,-0.57767767
2354800000,-0.62118524,-0.57684815
2355000000,-0.62080526,-0.5757072
2355200000,-0.62036371,-0.57525074
2355400000,-0.62046993,-0.57400566
2355600000,-0.62083638,-0.57359713
2355800000,-0.62001693,-0.57251334
2356000000,-0.62003905,-0.57174844
2356200000,-0.61939424,-0.57039887
2356400000,-0.61983413,-0.56956011
2356600000,-0.61926621,-0.56910706
2356800000,-0.61937642,-0.56788194
2357000000,-0.61893332,-0.56679732
2357200000,-0.61828369,-0.56602955
2357400000,-0.61830479,-0.56516069
2357600000,-0.61810607,-0.56430298
2357800000,-0.61810178,-0.56379753
2358000000,-0.61810136,-0.56221825
2358200000,-0.61785805,-0.56193954
2358400000,-0.61755735,-0.56057656
2358600000,-0.61713165,-0.55942011
2358800000,-0.61702693,-0.55901605
2359000000,-0.61652786,-0.55799699
2359200000,-0.61642337,-0.55712575
2359400000,-0.61644179,-0.55628097
2359600000,-0.61588758,-0.5552122
2359800000,-0.61623341,-0.55445468
2360000000,-0.61570859,-0.5533936
2360200000,-0.61525786,-0.55206215
2360400000,-0.61526227,-0.55128223
2360600000,-0.61503965,-0.55031198
2360800000,-0.61509973,-0.54988682
2361000000,-0.61478335,-0.54862094
2361200000,-0.61434901,-0.54761052
2361400000,-0.6139614,-0.54638189
2361600000,-0.61388534,-0.54539937
2361800000,-0.61353767,-0.54451138
2362000000,-0.6136511,-0.5439586
2362200000,-0.61341405,-0.54268432
2362400000,-0.61309785,-0.54130888
2362600000,-0.61298215,-0.54040265
2362800000,-0.61237055,-0.53975582
2363000000,-0.61219656,-0.53862762
2363200000,-0.61207205,-0.5374496
2363400000,-0.61185449,-0.53671134
2363600000,-0.61162436,-0.53549612
2363800000,-0.6112588,-0.53409821
2364000000,-0.61078316,-0.53293306
2364200000,-0.61085433,-0.53205377
2364400000,-0.61020786,-0.53097761
2364600000,-0.61006176,-0.5300445
2364800000,-0.61017853,-0.52918142
2365000000,-0.60990846,-0.52798319
2365200000,-0.60908914,-0.52678293
2365400000,-0.60964435,-0.5260306
2365600000,-0.60876393,-0.525105
2365800000,-0.60889184,-0.52419305
2366000000,-0.60837603,-0.52287328
2366200000,-0.60842341,-0.52153838
2366400000,-0.60806793,-0.52046394
2366600000,-0.60801303,-0.51918507
2366800000,-0.60746592,-0.51810187
2367000000,-0.60722739,-0.51724088
2367200000,-0.60689986,-0.51603878
2367400000,-0.6061976,-0.51444072
2367600000,-0.60596329,-0.51356226
2367800000,-0.60628408,-0.51290828
2368000000,-0.60627377,-0.51125544
2368200000,-0.6052866,-0.50985438
2368400000,-0.6055221,-0.50904906
2368600000,-0.60491329,-0.50817114
2368800000,-0.60524344,-0.50739723
2369000000,-0.60416567,-0.50575101
2369200000,-0.60399795,-0.50411558
2369400000,-0.60365701,-0.5031932
2369600000,-0.60312009,-0.50152147
2369800000,-0.60303879,-0.50057471
2370000000,-0.60297,-0.4998329
2370200000,-0.60250461,-0.49834996
2370400000,-0.60225773,-0.49762231
2370600000,-0.60179567,-0.49617395
2370800000,-0.6013056,-0.49518681
2371000000,-0.60127747,-0.49372905
2371200000,-0.60109782,-0.49289942
2371400000,-0.60069996,-0.49130034
2371600000,-0.60049158,-0.48974568
2371800000,-0.60054862,-0.48838457
2372000000,-0.59979534,-0.48746383
2372200000,-0.59924233,-0.48613003
2372400000,-0.59887552,-0.48487613
2372600000,-0.59893441,-0.48417607
2372800000,-0.59813827,-0.48235288
2373000000,-0.59784478,-0.48140636
2373200000,-0.59787643,-0.48000893
2373400000,-0.59740835,-0.47831294
2373600000,-0.59669632,-0.47720364
2373800000,-0.59629607,-0.47591764
2374000000,-0.59609205,-0.47450605
2374200000,-0.59577477,-0.4731746
2374400000,-0.59534276,-0.47201806
2374600000,-0.59481311,-0.4706088
2374800000,-0.59448665,-0.4693965
2375000000,-0.59430295,-0.46814373
2375200000,-0.59381843,-0.46682498
2375400000,-0.59372795,-0.46561858
2375600000,-0.59315139,-0.46399415
2375800000,-0.59267837,-0.4627381
2376000000,-0.59223044,-0.46100008
2376200000,-0.59195024,-0.45997974
2376400000,-0.5914517,-0.458525
2376600000,-0.5915947,-0.45792824
2376800000,-0.59058952,-0.45585915
2377000000,-0.59036094,-0.45493066
2377200000,-0.58984184,-0.45319065
2377400000,-0.5894441,-0.45181397
2377600000,-0.58939874,-0.45043257
2377800000,-0.58852977,-0.4488613
2378000000,-0.58847606,-0.44786844
2378200000,-0.58816117,-0.44620341
2378400000,-0.58729249,-0.44496009
2378600000,-0.58700371,-0.44337329
2378800000,-0.58669448,-0.44233903
2379000000,-0.58627957,-0.44054505
2379200000,-0.5861432,-0.43944576
2379400000,-0.58536351,-0.43778151
2379600000,-0.58505237,-0.43641436
2379800000,-0.58481038,-0.43513831
2380000000,-0.58436108,-0.43342471
2380200000,-0.58364582,-0.4324097
2380400000,-0.5833059,-0.43079695
2380600000,-0.582919,-0.42948231
2380800000,-0.58206546,-0.42806125
2381000000,-0.58156222,-0.42609009
2381200000,-0.58101833,-0.42485332
2381400000,-0.58069712,-0.42353022
2381600000,-0.58046168,-0.42200527
2381800000,-0.58031541,-0.42062595
2382000000,-0.57943755,-0.41943479
2382200000,-0.57906449,-0.41775197
2382400000,-0.57871324,-0.41645998
2382600000,-0.57801545,-0.41510943
2382800000,-0.57738125,-0.41338494
2383000000,-0.57712674,-0.41201788
2383200000,-0.57650441,-0.41048092
2383400000,-0.57623357,-0.40882251
2383600000,-0.57552958,-0.40708676
2383800000,-0.57527691,-0.40594545
2384000000,-0.57476008,-0.4045389
2384200000,-0.57381767,-0.40278661
2384400000,-0.57323861,-0.40136373
2384600000,-0.57297122,-0.39995217
2384800000,-0.57227254,-0.3984023
2385000000,-0.57161337,-0.39692417
2385200000,-0.57142967,-0.39530224
2385400000,-0.57079452,-0.3939096
2385600000,-0.57030421,-0.39229679
2385800000,-0.56984991,-0.39064974
2386000000,-0.56936318,-0.38926548
2386200000,-0.56904805,-0.38778561
2386400000,-0.56816781,-0.38608569
2386600000,-0.56744391,-0.38462496
2386800000,-0.56686193,-0.38301715
2387000000,-0.56650382,-0.38168231
2387200000,-0.56598979,-0.38013119
2387400000,-0.56566346,-0.37864539
2387600000,-0.56470132,-0.37693459
2387800000,-0.56398213,-0.37525415
2388000000,-0.5634377,-0.37345377
2388200000,-0.56291354,-0.3723622
2388400000,-0.56233954,-0.37088156
2388600000,-0.56184679,-0.36903176
2388800000,-0.56127942,-0.36758038
2389000000,-0.56019276,-0.36593571
2389200000,-0.55957282,-0.36450219
2389400000,-0.55881977,-0.3629663
2389600000,-0.55842638,-0.36134344
2389800000,-0.55821532,-0.36007801
2390000000,-0.55745625,-0.35814598
2390200000,-0.55683595,-0.35655236
2390400000,-0.55593663,-0.35481805
2390600000,-0.55528891,-0.35336712
2390800000,-0.55436593,-0.3517049
2391000000,-0.55383217,-0.3501285
2391200000,-0.55342913,-0.34859082
2391400000,-0.55251431,-0.34699672
2391600000,-0.55185801,-0.34532732
2391800000,-0.5513823,-0.34350431
2392000000,-0.55084687,-0.34186426
2392200000,-0.54991639,-0.3403587
2392400000,-0.54918224,-0.33863077
2392600000,-0.54857051,-0.33702803
2392800000,-0.54750204,-0.33548087
2393000000,-0.54690474,-0.33394596
2393200000,-0.54593831,-0.3325007
2393400000,-0.54524374,-0.33097348
2393600000,-0.54436588,-0.32911226
2393800000,-0.54389143,-0.32736388
2394000000,-0.5429852,-0.32602212
2394200000,-0.54236287,-0.32468387
2394400000,-0.54154795,-0.32251784
2394600000,-0.54082876,-0.32077697
2394800000,-0.53985536,-0.31910583
2395000000,-0.53894919,-0.31767204
2395200000,-0.5385018,-0.31610951
2395400000,-0.53773439,-0.31446666
2395600000,-0.53660613,-0.31295654
2395800000,-0.53591257,-0.31078392
2396000000,-0.53506792,-0.30939832
2396200000,-0.5344789,-0.30809474
2396400000,-0.53362828,-0.30648518
2396600000,-0.5324589,-0.30500239
2396800000,-0.53175861,-0.30327997
2397000000,-0.53067261,-0.30132213
2397200000,-0.52961981,-0.29969135
2397400000,-0.52914417,-0.29818931
2397600000,-0.52812076,-0.29658073
2397800000,-0.52697122,-0.29486758
2398000000,-0.52637869,-0.29325703
2398200000,-0.52556014,-0.29186589
2398400000,-0.52460074,-0.29029062
2398600000,-0.52366495,-0.28872016
2398800000,-0.52278262,-0.28711796
2399000000,-0.52157092,-0.28567615
2399200000,-0.52093613,-0.28411382
2399400000,-0.52006543,-0.28246868
2399600000,-0.51904762,-0.28068233
2399800000,-0.51773018,-0.27927396
2400000000,-0.51701146,-0.27758849
2400200000,-0.51625025,-0.27584809
2400400000,-0.51510441,-0.27404237
2400600000,-0.5140568,-0.27259406
2400800000,-0.51342475,-0.2711201
2401000000,-0.51224822,-0.269458
2401200000,-0.51098657,-0.26786056
2401400000,-0.51002109,-0.26636434
2401600000,-0.50930214,-0.26452291
2401800000,-0.50822097,-0.26331159
2402000000,-0.50708961,-0.26172408
2402200000,-0.50587612,-0.26010874
2402400000,-0.5051313,-0.25847006
2402600000,-0.50412446,-0.25692901
2402800000,-0.50289756,-0.25552133
2403000000,-0.50191236,-0.25404841
2403200000,-0.50124747,-0.25259137
2403400000,-0.50017542,-0.25065407
2403600000,-0.49929836,-0.24923722
2403800000,-0.49781522,-0.24776016
2404000000,-0.49673584,-0.24604911
2404200000,-0.49562949,-0.24491851
2404400000,-0.49419954,-0.24315366
2404600000,-0.49331295,-0.24189739
2404800000,-0.4923079,-0.24022509
2405000000,-0.49128497,-0.23840231
2405200000,-0.49027774,-0.23727636
2405400000,-0.48916277,-0.23561147
2405600000,-0.4878673,-0.23427266
2405800000,-0.48676896,-0.23286244
2406000000,-0.48553297,-0.23121136
2406200000,-0.48447785,-0.22968917
2406400000,-0.48354745,-0.22825933
2406600000,-0.4821291,-0.22681387
2406800000,-0.48089439,-0.22548071
2407000000,-0.4799321,-0.2240019
2407200000,-0.47860691,-0.22255163
2407400000,-0.47747651,-0.22091517
2407600000,-0.4762381,-0.21953256
2407800000,-0.47535831,-0.2183982
2408000000,-0.47367311,-0.21686174
2408200000,-0.47261447,-0.21555762
2408400000,-0.47171655,-0.21429136
2408600000,-0.47028753,-0.21262987
2408800000,-0.468988,-0.21122231
2409000000,-0.46780705,-0.20979485
2409200000,-0.46673077,-0.2082063
2409400000,-0.46551666,-0.20696248
2409600000,-0.46408966,-0.2056749
2409800000,-0.46315247,-0.20420443
2410000000,-0.46179801,-0.20275034
2410200000,-0.46038067,-0.2016017
2410400000,-0.45927528,-0.20011291
2410600000,-0.4581435,-0.19884127
2410800000,-0.45682782,-0.19767249
2411000000,-0.45554191,-0.19599305
2411200000,-0.45461622,-0.19464403
2411400000,-0.45301044,-0.19324696
2411600000,-0.45199242,-0.19196361
2411800000,-0.45063546,-0.1907288
2412000000,-0.44912416,-0.18917978
2412200000,-0.44785178,-0.18822357
2412400000,-0.44657487,-0.18671387
2412600000,-0.4454073,-0.18535121
2412800000,-0.44418535,-0.18423666
2413000000,-0.44290543,-0.18293698
2413200000,-0.44102046,-0.18157923
2413400000,-0.43979317,-0.1801217
2413600000,-0.43856421,-0.17882678
2413800000,-0.43730709,-0.17777354
2414000000,-0.43613967,-0.17668745
2414200000,-0.43465444,-0.17526546
2414400000,-0.43314633,-0.17390001
2414600000,-0.43212321,-0.1727839
2414800000,-0.43045926,-0.17171656
2415000000,-0.42914355,-0.17011139
2415200000,-0.42761657,-0.16890229
2415400000,-0.42630005,-0.16778402
2415600000,-0.42515308,-0.16666459
2415800000,-0.42349279,-0.16544476
2416000000,-0.42204541,-0.16442819
2416200000,-0.42094973,-0.16323435
2416400000,-0.41959,-0.16210052
2416600000,-0.41811249,-0.16102764
2416800000,-0.41647899,-0.16002582
2417000000,-0.4148865,-0.15869236
2417200000,-0.41369709,-0.15766636
2417400000,-0.41258246,-0.15648155
2417600000,-0.41109103,-0.15567367
2417800000,-0.40965706,-0.15431736
2418000000,-0.40800363,-0.15284605
2418200000,-0.40677744,-0.15225619
2418400000,-0.40498826,-0.15124172
2418600000,-0.40370366,-0.15003768
2418800000,-0.40244383,-0.14903504
2419000000,-0.40104976,-0.14785266
2419200000,-0.39918712,-0.14684616
2419400000,-0.397802,-0.14586382
2419600000,-0.39660421,-0.1448551
2419800000,-0.39498723,-0.14389351
2420000000,-0.39355478,-0.14253196
2420200000,-0.39214128,-0.14176932
2420400000,-0.3904838,-0.14079116
2420600000,-0.38914943,-0.13987257
2420800000,-0.38760075,-0.13881807
2421000000,-0.38601837,-0.13800249
2421200000,-0.38445428,-0.13688503
2421400000,-0.38323727,-0.13596468
2421600000,-0.38157883,-0.13490663
2421800000,-0.38005504,-0.1341915
2422000000,-0.3786076,-0.13333808
2422200000,-0.3770068,-0.1323581
2422400000,-0.37555355,-0.13142899
2422600000,-0.37383294,-0.13056327
2422800000,-0.3725104,-0.12960777
2423000000,-0.3708784,-0.12882583
2423200000,-0.36927199,-0.12824464
2423400000,-0.36798981,-0.12726939
2423600000,-0.3664698,-0.12612
2423800000,-0.36475071,-0.12562893
2424000000,-0.36303034,-0.12526548
2424200000,-0.36180797,-0.12409212
2424400000,-0.36006305,-0.12316421
2424600000,-0.35855174,-0.12239105
2424800000,-0.35665634,-0.12176353
2425000000,-0.35517862,-0.12105695
2425200000,-0.35376516,-0.12041339
2425400000,-0.3517558,-0.1194633
2425600000,-0.35034922,-0.11881392
2425800000,-0.34887975,-0.11815879
2426000000,-0.34728196,-0.11753118
2426200000,-0.34574547,-0.11711609
2426400000,-0.34399232,-0.11658817
2426600000,-0.34246537,-0.11551172
2426800000,-0.3406474,-0.1150518
2427000000,-0.33910635,-0.11448392
2427200000,-0.33754367,-0.11380967
2427400000,-0.33585995,-0.11349232
2427600000,-0.33422166,-0.11273044
2427800000,-0.33261091,-0.11229297
2428000000,-0.33104405,-0.11194448
2428200000,-0.32973042,-0.11149596
2428400000,-0.32794064,-0.11103997
2428600000,-0.3263779,-0.11052625
2428800000,-0.32453576,-0.1099443
2429000000,-0.32303572,-0.10955752
2429200000,-0.32141614,-0.10904919
2429400000,-0.31969616,-0.10863444
2429600000,-0.31824189,-0.10825863
2429800000,-0.31656629,-0.10776336
2430000000,-0.31505838,-0.10744405
2430200000,-0.31335989,-0.1071929
2430400000,-0.31183493,-0.10682853
2430600000,-0.31019214,-0.10658301
2430800000,-0.30847007,-0.1061539
2431000000,-0.30685517,-0.10579186
2431200000,-0.30536479,-0.10550322
2431400000,-0.30380061,-0.10532271
2431600000,-0.30218136,-0.10503116
2431800000,-0.30066925,-0.10481273
2432000000,-0.29890549,-0.10455624
2432200000,-0.29730567,-0.10434777
2432400000,-0.29581699,-0.10409171
2432600000,-0.29430166,-0.10384667
2432800000,-0.29263848,-0.1035943
2433000000,-0.29111686,-0.10357621
2433200000,-0.28959808,-0.10322159
2433400000,-0.28812155,-0.10322093
2433600000,-0.28639984,-0.10314429
2433800000,-0.28488642,-0.1030329
2434000000,-0.28334576,-0.10290184
2434200000,-0.28178906,-0.10288962
2434400000,-0.2802144,-0.10244045
2434600000,-0.27858591,-0.10210223
2434800000,-0.2769959,-0.10229801
2435000000,-0.27551833,-0.102356
2435200000,-0.27410111,-0.10247639
2435400000,-0.27276599,-0.10239287
2435600000,-0.27103621,-0.10230222
2435800000,-0.26927382,-0.10211843
2436000000,-0.26761419,-0.1023041
2436200000,-0.2658433,-0.10218288
2436400000,-0.26476076,-0.10243601
2436600000,-0.26317945,-0.10255793
2436800000,-0.26161,-0.10254347
2437000000,-0.26025218,-0.10218522
2437200000,-0.25859156,-0.10260436
2437400000,-0.25720111,-0.10289424
2437600000,-0.25558034,-0.10295121
2437800000,-0.25394243,-0.10295612
2438000000,-0.25254345,-0.10303376
2438200000,-0.25074509,-0.10319176
2438400000,-0.24930799,-0.10326326
2438600000,-0.24785084,-0.1035459
2438800000,-0.24649552,-0.10343003
2439000000,-0.24498922,-0.10382064
2439200000,-0.24329644,-0.10407911
2439400000,-0.2417255,-0.1043425
2439600000,-0.24028286,-0.10446176
2439800000,-0.23888271,-0.10476311
2440000000,-0.23724467,-0.10507768
2440200000,-0.23584518,-0.10532416
2440400000,-0.23438236,-0.10562494
2440600000,-0.23275042,-0.10598972
2440800000,-0.23137169,-0.10628513
2441000000,-0.2296923,-0.10664754
2441200000,-0.22840756,-0.10685144
2441400000,-0.22687829,-0.10733219
2441600000,-0.2255706,-0.10754482
2441800000,-0.22397351,-0.10815177
2442000000,-0.22255276,-0.1084175
2442200000,-0.22119331,-0.10874867
2442400000,-0.21956116,-0.10927925
2442600000,-0.21813664,-0.10972653
2442800000,-0.21660981,-0.1102504
2443000000,-0.21527191,-0.11073093
2443200000,-0.21360396,-0.11108299
2443400000,-0.21229884,-0.11160466
2443600000,-0.21086253,-0.11235707
2443800000,-0.20952109,-0.1126963
2444000000,-0.20777622,-0.11350477
2444200000,-0.20652711,-0.11408287
2444400000,-0.20512512,-0.11467388
2444600000,-0.20376204,-0.11511169
2444800000,-0.20236647,-0.11577819
2445000000,-0.20100768,-0.11645377
