!CSV A.01.01
!Keysight Technologies,N5227A,US51270324,A.10.65.16
!Date: Monday, October 27, 2025 03:06:22
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(REAL),S11(IMAG)
2329400000,-0.8296631,-0.50084847
2329700000,-0.83178717,-0.49790156
2330000000,-0.83385897,-0.49496487
2330300000,-0.83593285,-0.49144301
2330600000,-0.83789289,-0.4882139
2330900000,-0.83987957,-0.48505643
2331200000,-0.84162652,-0.48224384
2331500000,-0.84316087,-0.478434
2331800000,-0.84535164,-0.4753854
2332100000,-0.84724897,-0.47202674
2332400000,-0.84884548,-0.4688594
2332700000,-0.8504076,-0.46529028
2333000000,-0.85265172,-0.46191353
2333300000,-0.85475951,-0.45891863
2333600000,-0.85633093,-0.45507544
2333900000,-0.85820496,-0.45246917
2334200000,-0.86009824,-0.44915658
2334500000,-0.86152798,-0.44546318
2334800000,-0.86310184,-0.44224691
2335100000,-0.86517823,-0.43893024
2335400000,-0.86680472,-0.43574148
2335700000,-0.86864322,-0.43270147
2336000000,-0.86992115,-0.42869437
2336300000,-0.87176174,-0.42590621
2336600000,-0.87320298,-0.4224273
2336900000,-0.87475824,-0.41879117
2337200000,-0.87635428,-0.41564772
2337500000,-0.87788451,-0.41243228
2337800000,-0.87916726,-0.4085786
2338100000,-0.88078475,-0.40533248
2338400000,-0.8827191,-0.4022274
2338700000,-0.88381428,-0.39876243
2339000000,-0.88490736,-0.39543462
2339300000,-0.88580877,-0.39164254
2339600000,-0.88825607,-0.38827819
2339900000,-0.88937551,-0.38511989
2340200000,-0.89021492,-0.38137251
2340500000,-0.89171863,-0.37834424
2340800000,-0.89302564,-0.37488469
2341100000,-0.89425856,-0.371714
2341400000,-0.89593321,-0.36829469
2341700000,-0.89663738,-0.36418346
2342000000,-0.89789647,-0.36100772
2342300000,-0.89915329,-0.35727331
2342600000,-0.90050113,-0.35430536
2342900000,-0.90208155,-0.35086319
2343200000,-0.90298438,-0.34713551
2343500000,-0.90408301,-0.3438465
2343800000,-0.90447378,-0.34036002
2344100000,-0.90635049,-0.33719894
2344400000,-0.90768141,-0.33333677
2344700000,-0.90889376,-0.33000758
2345000000,-0.90940285,-0.3271046
2345300000,-0.91020662,-0.32313195
2345600000,-0.91163123,-0.31977084
2345900000,-0.9126879,-0.31574529
2346200000,-0.91332924,-0.31235468
2346500000,-0.9141708,-0.30895984
2346800000,-0.91484201,-0.30561751
2347100000,-0.91578639,-0.30190542
2347400000,-0.91618347,-0.29874739
2347700000,-0.91765869,-0.29524159
2348000000,-0.91810954,-0.29166982
2348300000,-0.9189716,-0.28785837
2348600000,-0.92012143,-0.28406778
2348900000,-0.92120576,-0.28104046
2349200000,-0.92128229,-0.27767029
2349500000,-0.92180878,-0.27385631
2349800000,-0.92316467,-0.27069256
2350100000,-0.92379576,-0.26676881
2350400000,-0.92409539,-0.2633951
2350700000,-0.92525619,-0.25977486
2351000000,-0.92548698,-0.25618246
2351300000,-0.92585564,-0.25273511
2351600000,-0.92633468,-0.2490698
2351900000,-0.92722583,-0.24593684
2352200000,-0.92783546,-0.2423185
2352500000,-0.92839217,-0.23872988
2352800000,-0.92862052,-0.23504175
2353100000,-0.92959899,-0.23137315
2353400000,-0.92944032,-0.22797576
2353700000,-0.93053639,-0.22421572
2354000000,-0.93057716,-0.22069253
2354300000,-0.93115366,-0.21713854
2354600000,-0.9312368,-0.21355064
2354900000,-0.93215984,-0.21039933
2355200000,-0.93256688,-0.20677783
2355500000,-0.93260312,-0.2033356
2355800000,-0.93276399,-0.1990564
2356100000,-0.93305045,-0.19604883
2356400000,-0.93321806,-0.19203044
2356700000,-0.9341054,-0.18829317
2357000000,-0.93426931,-0.18495017
2357300000,-0.93452251,-0.18152781
2357600000,-0.93431509,-0.177817
2357900000,-0.93528253,-0.17417786
2358200000,-0.9350282,-0.17037492
2358500000,-0.93581843,-0.16683877
2358800000,-0.93601829,-0.16287842
2359100000,-0.93547082,-0.15927635
2359400000,-0.93576664,-0.15614896
2359700000,-0.93587744,-0.15239781
2360000000,-0.93598968,-0.14868124
2360300000,-0.93612605,-0.14572252
2360600000,-0.9360379,-0.14185838
2360900000,-0.93609834,-0.13803501
2361200000,-0.93645066,-0.13439135
2361500000,-0.93584675,-0.13092209
2361800000,-0.93595237,-0.12707779
2362100000,-0.93594223,-0.12331971
2362400000,-0.93534631,-0.1194796
2362700000,-0.93594301,-0.11588131
2363000000,-0.93586284,-0.11225247
2363300000,-0.93556648,-0.10846097
2363600000,-0.93537563,-0.10473629
2363900000,-0.93500769,-0.10157529
2364200000,-0.93487453,-0.098016538
2364500000,-0.93528408,-0.094142444
2364800000,-0.93452984,-0.090592071
2365100000,-0.93439567,-0.086833492
2365400000,-0.9338063,-0.083079383
2365700000,-0.93412995,-0.079337247
2366000000,-0.93406737,-0.075717777
2366300000,-0.93316042,-0.071913578
2366600000,-0.93342811,-0.068246379
2366900000,-0.93314773,-0.064604081
2367200000,-0.93209511,-0.06108861
2367500000,-0.93185288,-0.057668421
2367800000,-0.93144411,-0.05385606
2368100000,-0.93107551,-0.050222453
2368400000,-0.93089002,-0.046303768
2368700000,-0.93048888,-0.042612936
2369000000,-0.92949402,-0.038810007
2369300000,-0.92930937,-0.035213958
2369600000,-0.92868608,-0.031423099
2369900000,-0.92829347,-0.027415022
2370200000,-0.92753911,-0.023941699
2370500000,-0.92765886,-0.020558879
2370800000,-0.92670804,-0.016478682
2371100000,-0.92581499,-0.0129811
2371400000,-0.9253515,-0.009076477
2371700000,-0.92544901,-0.0052867262
2372000000,-0.9243322,-0.0019686583
2372300000,-0.92306137,0.002162932
2372600000,-0.92254615,0.0055900649
2372900000,-0.92163825,0.0094418358
2373200000,-0.9210009,0.013390514
2373500000,-0.92043769,0.017299976
2373800000,-0.91958296,0.020753423
2374100000,-0.91855282,0.02444071
2374400000,-0.91761774,0.027807519
2374700000,-0.91699672,0.031937484
2375000000,-0.91594517,0.035798345
2375300000,-0.91517812,0.039566867
2375600000,-0.91458577,0.042903669
2375900000,-0.91317356,0.04683223
2376200000,-0.9122858,0.050804116
2376500000,-0.9115153,0.054551691
2376800000,-0.91048241,0.058325063
2377100000,-0.90885901,0.061575089
2377400000,-0.90776789,0.06613417
2377700000,-0.90710104,0.069563165
2378000000,-0.9058246,0.073651955
2378300000,-0.90490723,0.076599866
2378600000,-0.90382922,0.080839314
2378900000,-0.90290636,0.084527597
2379200000,-0.90156001,0.088216916
2379500000,-0.90021956,0.091784924
2379800000,-0.89912504,0.095615044
2380100000,-0.89785385,0.099796839
2380400000,-0.8965624,0.10320653
2380700000,-0.89526641,0.10676547
2381000000,-0.89371192,0.11094881
2381300000,-0.89236462,0.11454172
2381600000,-0.89127463,0.11830238
2381900000,-0.89007992,0.12233647
2382200000,-0.88855135,0.1260706
2382500000,-0.88677108,0.1294315
2382800000,-0.88502055,0.13314849
2383100000,-0.88367206,0.13739473
2383400000,-0.88255042,0.14101455
2383700000,-0.88131809,0.1444771
2384000000,-0.8796947,0.14873153
2384300000,-0.87769026,0.15218416
2384600000,-0.87640256,0.15594122
2384900000,-0.87454873,0.15928222
2385200000,-0.87223989,0.16331965
2385500000,-0.87128288,0.16701056
2385800000,-0.86928314,0.17063497
2386100000,-0.86767858,0.17437945
2386400000,-0.86642009,0.17809978
2386700000,-0.86474848,0.18162885
2387000000,-0.8626352,0.18566419
2387300000,-0.86102569,0.18930861
2387600000,-0.85927701,0.19333173
2387900000,-0.85685313,0.19655953
2388200000,-0.85514683,0.20055087
2388500000,-0.85353661,0.20399199
2388800000,-0.85169828,0.20781426
2389100000,-0.84987003,0.21178216
2389400000,-0.84786671,0.21484128
2389700000,-0.84593576,0.2187613
2390000000,-0.84378135,0.22217056
2390300000,-0.84181362,0.22608092
2390600000,-0.83970958,0.22971062
2390900000,-0.83766311,0.2330858
2391200000,-0.83587193,0.23705326
2391500000,-0.83332253,0.24049953
2391800000,-0.83148354,0.24419406
2392100000,-0.82905424,0.2480119
2392400000,-0.82699066,0.25117439
2392700000,-0.82452422,0.25486457
2393000000,-0.82302576,0.25837114
2393300000,-0.82072371,0.26203504
2393600000,-0.81856734,0.26595855
2393900000,-0.81578749,0.26924223
2394200000,-0.81354332,0.27271658
2394500000,-0.81111866,0.27636668
2394800000,-0.80897069,0.28008214
2395100000,-0.80642188,0.28371063
2395400000,-0.80430472,0.28746361
2395700000,-0.80149573,0.29101011
2396000000,-0.79874462,0.29425755
2396300000,-0.79620904,0.29782447
2396600000,-0.79407197,0.30109757
2396900000,-0.79161417,0.30490351
2397200000,-0.78858912,0.30824587
2397500000,-0.78681576,0.31192297
2397800000,-0.78385162,0.31504548
2398100000,-0.78153688,0.31880215
2398400000,-0.77875131,0.32203594
2398700000,-0.7754752,0.32566157
2399000000,-0.77312362,0.32890108
2399300000,-0.77032095,0.33250618
2399600000,-0.76758379,0.33564332
2399900000,-0.76493752,0.33907118
2400200000,-0.76230174,0.34244469
2400500000,-0.75936157,0.34580463
2400800000,-0.75656909,0.34925926
2401100000,-0.75337428,0.35224766
2401400000,-0.75046611,0.35546574
2401700000,-0.7481662,0.35885987
2402000000,-0.74505651,0.36233169
2402300000,-0.74190521,0.36550903
2402600000,-0.73920089,0.36876395
2402900000,-0.7363084,0.37141508
2403200000,-0.73356217,0.37501517
2403500000,-0.7304517,0.3782773
2403800000,-0.72709143,0.38153517
2404100000,-0.72399807,0.38427383
2404400000,-0.72059858,0.38776463
2404700000,-0.71799707,0.39067811
2405000000,-0.71473658,0.39384875
2405300000,-0.71167219,0.39686641
2405600000,-0.70831329,0.39975268
2405900000,-0.70524389,0.40314966
2406200000,-0.70216566,0.40595713
2406500000,-0.69908088,0.40936548
2406800000,-0.6960277,0.4120723
2407100000,-0.69261354,0.41523203
2407400000,-0.68896717,0.41831404
2407700000,-0.68584669,0.42108315
2408000000,-0.68336159,0.42407024
2408300000,-0.67957759,0.42684898
2408600000,-0.67606348,0.42948428
2408900000,-0.67312908,0.4327288
2409200000,-0.66957766,0.43524817
2409500000,-0.6662997,0.43855971
2409800000,-0.66282451,0.441407
2410100000,-0.65923613,0.44418508
2410400000,-0.65598041,0.44668585
2410700000,-0.6526227,0.44953492
2411000000,-0.6491937,0.45238474
2411300000,-0.64540762,0.45529249
2411600000,-0.64267784,0.45796773
2411900000,-0.63868839,0.46055299
2412200000,-0.63497156,0.46310961
2412500000,-0.63162464,0.46594629
2412800000,-0.62778431,0.46842092
2413100000,-0.62457579,0.47107691
2413400000,-0.62106955,0.4736647
2413700000,-0.6172092,0.47591665
2414000000,-0.61317557,0.47864413
2414300000,-0.61007559,0.48121271
2414600000,-0.60648358,0.48346204
2414900000,-0.60283762,0.48626554
2415200000,-0.59898412,0.48837301
2415500000,-0.59563482,0.49119592
2415800000,-0.5919733,0.49358043
2416100000,-0.58851051,0.49582079
2416400000,-0.58454645,0.49849364
2416700000,-0.58024901,0.5005399
2417000000,-0.57696217,0.50288528
2417300000,-0.57351118,0.50527996
2417600000,-0.56917334,0.50751609
2417900000,-0.56558996,0.50996459
2418200000,-0.56181329,0.51193368
2418500000,-0.55818367,0.51425505
2418800000,-0.55449498,0.51688766
2419100000,-0.5506165,0.5190205
2419400000,-0.54713994,0.52121103
2419700000,-0.54321671,0.5231114
2420000000,-0.53916711,0.52534795
2420300000,-0.5356245,0.52751786
2420600000,-0.53169596,0.52943355
2420900000,-0.52772337,0.53125495
2421200000,-0.52349079,0.53305703
2421500000,-0.51963675,0.53467065
2421800000,-0.51606274,0.53716379
2422100000,-0.51221257,0.53883117
2422400000,-0.5083136,0.54071867
2422700000,-0.50443816,0.54312336
2423000000,-0.50060308,0.54482359
2423300000,-0.49661192,0.54714572
2423600000,-0.49292389,0.54870075
2423900000,-0.48873809,0.55051631
2424200000,-0.48448023,0.55186665
2424500000,-0.48118445,0.55373591
2424800000,-0.47686285,0.55558324
2425100000,-0.47294533,0.55738783
2425400000,-0.46874893,0.5590589
2425700000,-0.46537894,0.56096965
2426000000,-0.46072361,0.56228411
2426300000,-0.45692971,0.56380749
2426600000,-0.45276532,0.56507057
2426900000,-0.44890669,0.56699562
2427200000,-0.44507235,0.56849086
2427500000,-0.44088972,0.56974345
2427800000,-0.43687126,0.57131535
2428100000,-0.43281251,0.57301706
2428400000,-0.42870224,0.57461375
2428700000,-0.4246262,0.57570642
2429000000,-0.42065072,0.57741737
2429300000,-0.416558,0.57883155
2429600000,-0.41248667,0.58006412
2429900000,-0.40847737,0.58089143
2430200000,-0.4045305,0.58269346
2430500000,-0.40043804,0.58358932
2430800000,-0.39639965,0.58518094
2431100000,-0.39234775,0.58640361
2431400000,-0.38834587,0.58746344
2431700000,-0.38414764,0.58829987
2432000000,-0.37973204,0.58959055
2432300000,-0.37611753,0.59051162
2432600000,-0.37184858,0.5914349
2432900000,-0.36776087,0.59252536
2433200000,-0.36378771,0.59349793
2433500000,-0.35977769,0.59464025
2433800000,-0.35584867,0.59530288
2434100000,-0.35154217,0.59619009
2434400000,-0.34739947,0.59714437
2434700000,-0.34336734,0.59828401
2435000000,-0.33954284,0.59904307
2435300000,-0.33532044,0.60001498
2435600000,-0.33102852,0.60055935
2435900000,-0.32727951,0.60112053
2436200000,-0.32309452,0.60178131
2436500000,-0.31928241,0.6024133
2436800000,-0.31562924,0.60370851
2437100000,-0.31135091,0.6040827
2437400000,-0.30708617,0.60439819
2437700000,-0.30296576,0.60541326
2438000000,-0.29883346,0.6057061
2438300000,-0.29498562,0.60610181
2438600000,-0.29073024,0.60674071
2438900000,-0.28700536,0.60725743
2439200000,-0.28294754,0.6075815
2439500000,-0.27872819,0.60803413
2439800000,-0.27512392,0.60835284
2440100000,-0.27085271,0.60875291
2440400000,-0.26712722,0.60902655
2440700000,-0.26302293,0.60973883
2441000000,-0.25951675,0.61033487
2441300000,-0.25533476,0.61053604
2441600000,-0.2511535,0.61062336
2441900000,-0.247236,0.61113483
2442200000,-0.24326822,0.61070102
2442500000,-0.23942111,0.61074257
2442800000,-0.23543216,0.61142451
2443100000,-0.23130912,0.61184138
2443400000,-0.22759415,0.61179358
2443700000,-0.22355175,0.61191988
2444000000,-0.21947376,0.61185658
2444300000,-0.21555644,0.61168361
2444600000,-0.21190445,0.61208439
2444900000,-0.2079116,0.61159092
2445200000,-0.20404778,0.61149335
2445500000,-0.20028089,0.61159062
2445800000,-0.1963329,0.6112172
2446100000,-0.19274029,0.61145192
2446400000,-0.18870078,0.6107856
2446700000,-0.18490066,0.6105935
2447000000,-0.18123935,0.61036468
2447300000,-0.17730851,0.61013633
2447600000,-0.17344503,0.61019337
2447900000,-0.1699176,0.60982227
2448200000,-0.16598883,0.60927671
2448500000,-0.16229396,0.60895276
2448800000,-0.15860391,0.6084643
2449100000,-0.15488555,0.60823298
2449400000,-0.15111262,0.60784835
2449700000,-0.14757432,0.60704535
2450000000,-0.14381489,0.60643733
2450300000,-0.14007325,0.60626018
2450600000,-0.13646288,0.60576898
2450900000,-0.13277456,0.60519266
2451200000,-0.12917244,0.60471421
2451500000,-0.12546919,0.60360432
2451800000,-0.12204576,0.60330415
2452100000,-0.11858892,0.6026023
2452400000,-0.11499351,0.60163432
2452700000,-0.11158993,0.60099465
2453000000,-0.10779629,0.59979939
2453300000,-0.10427586,0.59920716
2453600000,-0.10085143,0.59885949
2453900000,-0.097633496,0.59786999
2454200000,-0.09431538,0.59693956
2454500000,-0.090765588,0.59624016
2454800000,-0.087517723,0.59540653
2455100000,-0.08387392,0.59417289
2455400000,-0.080683313,0.59316856
2455700000,-0.077473104,0.59259272
2456000000,-0.074031912,0.59153533
2456300000,-0.07103385,0.5901702
2456600000,-0.067905657,0.58893585
2456900000,-0.064370856,0.5881952
2457200000,-0.06098333,0.5869835
2457500000,-0.057852551,0.58573973
2457800000,-0.054986592,0.58472401
2458100000,-0.051388241,0.58359063
2458400000,-0.048391689,0.58250672
2458700000,-0.045070175,0.58137894
2459000000,-0.042069435,0.57981187
2459300000,-0.038954582,0.57881051
2459600000,-0.036280617,0.57757366
2459900000,-0.032843821,0.57592738
2460200000,-0.030004201,0.5749132
2460500000,-0.027350493,0.5736168
2460800000,-0.024519585,0.57221377
2461100000,-0.021440037,0.5707078
2461400000,-0.018550415,0.56921893
2461700000,-0.015823817,0.56784397
2462000000,-0.013096081,0.56642514
2462300000,-0.010326787,0.56492358
2462600000,-0.0074635977,0.56338227
2462900000,-0.0049216612,0.56204826
2463200000,-0.0022114404,0.56028223
2463500000,0.00072029937,0.55875146
2463800000,0.0033947262,0.55778104
2464100000,0.006179458,0.55618155
2464400000,0.0084073655,0.55465704
2464700000,0.011057305,0.55315399
2465000000,0.013582842,0.55145031
2465300000,0.016007274,0.54962176
2465600000,0.018432735,0.5484035
2465900000,0.020898564,0.54641968
2466200000,0.023335513,0.54467875
2466500000,0.025817173,0.54277354
2466800000,0.028427435,0.5414272
2467100000,0.030645851,0.53950125
2467400000,0.033016037,0.53787053
2467700000,0.035170469,0.53625768
2468000000,0.037362836,0.53414875
2468300000,0.039497595,0.53250104
2468600000,0.041727483,0.530904
2468900000,0.044180445,0.52906024
2469200000,0.046152566,0.52713394
2469500000,0.048072305,0.52556109
2469800000,0.050035078,0.52334607
2470100000,0.052208826,0.52155781
2470400000,0.054125179,0.51971281
2470700000,0.055984404,0.51792109
2471000000,0.05778135,0.51610243
2471300000,0.059721366,0.5139659
2471600000,0.061796058,0.51213253
2471900000,0.063415259,0.51030153
2472200000,0.065221772,0.50850832
2472500000,0.066775791,0.50620943
2472800000,0.068454079,0.5044198
2473100000,0.070077434,0.50233102
2473400000,0.071683452,0.50060612
2473700000,0.07319583,0.49839646
2474000000,0.075087592,0.49648166
2474300000,0.076175258,0.49452218
2474600000,0.077700287,0.49264234
2474900000,0.078948684,0.49027127
2475200000,0.080250606,0.48845926
2475500000,0.081573017,0.48646319
2475800000,0.082988657,0.48450032
2476100000,0.084076747,0.48286927
2476400000,0.08544331,0.48118159
2476700000,0.086790308,0.47894001
2477000000,0.088015482,0.4766539
2477300000,0.088740565,0.47498208
2477600000,0.089598432,0.4727982
2477900000,0.091150291,0.47108969
2478200000,0.091961123,0.46925175
2478500000,0.09311384,0.46689874
2478800000,0.093781888,0.46523091
2479100000,0.094769254,0.46316469
2479400000,0.095589086,0.46114638
2479700000,0.096311785,0.4593592
2480000000,0.097025394,0.45710489
2480300000,0.097673886,0.45515463
2480600000,0.098419532,0.45369083
2480900000,0.099034823,0.45168105
2481200000,0.099936917,0.44958934
2481500000,0.10061153,0.44796899
2481800000,0.1009768,0.44584662
2482100000,0.10147232,0.44431227
2482400000,0.10215151,0.44249213
2482700000,0.10263897,0.44041866
2483000000,0.10304393,0.43888605
2483300000,0.10324216,0.43703964
2483600000,0.1035255,0.43514529
2483900000,0.10388753,0.43308175
2484200000,0.10440964,0.43154186
2484500000,0.1046253,0.43000701
2484800000,0.10478744,0.42811733
2485100000,0.1050526,0.42649496
2485400000,0.10533503,0.42458954
2485700000,0.10500458,0.42310411
2486000000,0.10524204,0.42143175
2486300000,0.10546272,0.4197914
2486600000,0.10554149,0.41752577
2486900000,0.10570442,0.41641074
2487200000,0.10553218,0.41467178
2487500000,0.10548813,0.41284907
2487800000,0.10549565,0.41171786
2488100000,0.1054163,0.40958449
2488400000,0.10507672,0.40800822
2488700000,0.10489111,0.40627539
2489000000,0.10497388,0.40504149
2489300000,0.10420329,0.40327519
2489600000,0.10404179,0.40180278
2489900000,0.1038999,0.40027887
2490200000,0.10337126,0.39870036
2490500000,0.10289556,0.3973079
2490800000,0.10265657,0.39610776
2491100000,0.102186,0.39449582
2491400000,0.10154217,0.3929992
2491700000,0.10114909,0.39169931
2492000000,0.10037687,0.39055401
2492300000,0.099884145,0.38932195
2492600000,0.099261157,0.38820848
2492900000,0.098630831,0.38682646
2493200000,0.098042496,0.38543874
2493500000,0.097392477,0.38442269
2493800000,0.096425362,0.38317135
2494100000,0.095725693,0.38198256
2494400000,0.094868734,0.38085249
2494700000,0.094235137,0.37990949
2495000000,0.093483143,0.3787787
2495300000,0.092666693,0.37793016
2495600000,0.091688603,0.37687123
2495900000,0.090591379,0.37611833
2496200000,0.089842565,0.37494525
2496500000,0.08889997,0.37404633
2496800000,0.087806843,0.37334019
2497100000,0.087050498,0.37214094
2497400000,0.085896149,0.37162653
2497700000,0.084731109,0.37066275
2498000000,0.083653256,0.36989489
2498300000,0.082457334,0.36943612
2498600000,0.081758626,0.36886093
2498900000,0.080693081,0.36825886
2499200000,0.079290323,0.3676405
2499500000,0.078210026,0.36720118
2499800000,0.07713528,0.36663952
2500100000,0.075670756,0.3663238
2500400000,0.074573025,0.36568943
2500700000,0.073433705,0.36532581
2501000000,0.072327606,0.36520848
2501300000,0.071013227,0.36473358
2501600000,0.069903523,0.36446729
2501900000,0.068716787,0.36405307
2502200000,0.067285679,0.36411408
2502500000,0.066102982,0.36404413
2502800000,0.064781375,0.36375332
2503100000,0.063305043,0.3639206
2503400000,0.062162239,0.3636775
2503700000,0.060911935,0.36355308
2504000000,0.059636053,0.36361969
2504300000,0.05843344,0.3633813
2504600000,0.056911115,0.36374354
2504900000,0.055427887,0.36390769
2505200000,0.054060951,0.36429814
2505500000,0.052749492,0.3643266
2505800000,0.051704053,0.36459261
2506100000,0.050111853,0.36496302
2506400000,0.048867702,0.3651669
2506700000,0.047484964,0.36568332
2507000000,0.046092499,0.36599216
2507300000,0.044596888,0.36637461
2507600000,0.043303724,0.36680192
2507900000,0.041997757,0.36757398
2508200000,0.040701583,0.36796999
2508500000,0.039367795,0.36867517
2508800000,0.037944105,0.3693665
2509100000,0.036687106,0.37002626
2509400000,0.035223007,0.37081251
2509700000,0.034066971,0.37150425
2510000000,0.032742705,0.37231994
2510300000,0.031344529,0.37343186
2510600000,0.029828617,0.37406427
2510900000,0.028762596,0.37505502
2511200000,0.02737047,0.37606114
2511500000,0.026198227,0.37667608
2511800000,0.024934743,0.37792063
2512100000,0.02377948,0.37896991
2512400000,0.022581371,0.3803992
2512700000,0.02120162,0.38148996
2513000000,0.020134788,0.38242224
2513300000,0.019162783,0.38380435
2513600000,0.017733149,0.38510197
2513900000,0.016720593,0.38612068
2514200000,0.01550062,0.38760719
2514500000,0.014347569,0.38905299
2514800000,0.01357584,0.39039341
2515100000,0.012537786,0.39150423
2515400000,0.011518151,0.39311203
2515700000,0.010478699,0.39455473
2516000000,0.0093602445,0.3961058
2516300000,0.0084943911,0.39763963
2516600000,0.007554628,0.39909229
2516900000,0.0067921616,0.40058318
2517200000,0.0056771836,0.40204924
2517500000,0.0048231264,0.40393564
2517800000,0.0041964599,0.40544641
2518100000,0.0032371513,0.40721408
2518400000,0.0023500267,0.40880176
2518700000,0.0015112151,0.41051051
2519000000,0.0007163366,0.41236043
2519300000,-4.8376824e-005,0.41401023
2519600000,-0.00070130156,0.41593856
2519900000,-0.001551689,0.41741794
2520200000,-0.0019319179,0.41969123
2520500000,-0.0027250056,0.42172778
2520800000,-0.0034303577,0.42342597
2521100000,-0.0040560965,0.42512524
2521400000,-0.0045954948,0.42718768
2521700000,-0.0052712807,0.42950931
2522000000,-0.0057624602,0.43143418
2522300000,-0.0062807733,0.433355
2522600000,-0.0065566185,0.43543416
2522900000,-0.007240362,0.43739998
2523200000,-0.0075576361,0.43941161
2523500000,-0.0077903466,0.44152984
2523800000,-0.0081660999,0.44354075
2524100000,-0.0084243361,0.44577527
2524400000,-0.0088312961,0.4477472
2524700000,-0.0092939781,0.45009279
2525000000,-0.0091953194,0.45214391
2525300000,-0.0094730034,0.45445681
2525600000,-0.0096214889,0.45655063
2525900000,-0.0097545935,0.45887101
2526200000,-0.009858028,0.46130115
2526500000,-0.0099960854,0.46362507
2526800000,-0.0098769879,0.46587658
2527100000,-0.0096948948,0.46838385
2527400000,-0.0095792077,0.47029126
2527700000,-0.0096877329,0.47256827
